,id,title,price,num_rooms,total_area,latitude,longitude,extras,Typology,Extra_Rooms,Extra_Rooms_Flag,N_Rooms,Total_N_Rooms,Price,Area_m2,N_Extras,Extras_Flag,Latitude,Longitude,Com elevador,Com garagem,De luxo,Rés do chão,Último andar,Vista para mar,Piscina,Ajuda,Alcântara,Alvalade,Areeiro,Arroios,Avenidas Novas,Beato,Belém,Benfica,Campo de Ourique,Campolide,Carnide,Estrela,Lumiar,Marvila,Misericórdia,Olivais,Parque das Nações,Penha de França,Santa Clara,Santa Maria Maior,Santo António,São Domingos de Benfica,São Vicente,Apartamento,Casa,Duplex,Flat,Loft,Moradia,Palacete,Penthouse,Quinta,stations_within_1.5km,cultural_fac_within_1.5km,edu_within_1.5km
622,622,"Apartamento T2 em Estrada de Benfica, Benfica, Lisboa",299.500 €,2 quartos,Área bruta 70 m²,"38,75237","-9,20599", ,T2,0,0,2,2,299500,70,0,0,38.75237,-9.20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,7.0,17.0
623,623,"Moradia T4 em São Vicente, Lisboa",500.000 €,4 quartos,Área bruta 172 m²,"38,71953","-9,12084",Com garagem,T4,0,0,4,4,500000,172,1,1,38.71953,-9.12084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0,29.0,17.0
625,625,"Apartamento T2 na Rua de Santo António da Glória, Santo António, Lisboa",575.000 €,2 quartos,Área bruta 80 m²,"38,7165958","-9,1446463",Com elevador,T2,0,0,2,2,575000,80,1,1,38.7165958,-9.1446463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14.0,112.0,35.0
626,626,"Apartamento T4 na Rua Maria Andrade, Arroios, Lisboa",359.500 €,4 quartos,Área bruta 102 m²,"38,7234","-9,13369",Com elevador,T4,0,0,4,4,359500,102,1,1,38.7234,-9.13369,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,74.0,33.0
627,627,"Apartamento T4 em Santo António, Lisboa",549.900 €,4 quartos,Área bruta 121 m²,"38,7253465767","-9,1441903055",Com elevador,T4,0,0,4,4,549900,121,1,1,38.7253465767,-9.1441903055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16.0,79.0,33.0
629,629,"Apartamento T2 em Misericórdia, Lisboa",1.300.000 €,2 quartos,Área bruta 213 m²,"38,7111501","-9,1490905",Com garagem,T2,0,0,2,2,1300000,213,1,1,38.7111501,-9.1490905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,102.0,32.0
630,630,"Apartamento T3 na Rua de Artilharia Um, Avenidas Novas, Lisboa",1.300.000 €,3 quartos,Área bruta 193 m²,"38,7277","-9,15908","Com elevador, Com garagem",T3,0,0,3,3,1300000,193,2,1,38.7277,-9.15908,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,60.0,28.0
631,631,"Apartamento T2 em Praça Afrânio Peixoto, Areeiro, Lisboa",403.000 €,2 quartos,Área bruta 82 m²,"38,74466","-9,13582", ,T2,0,0,2,2,403000,82,0,0,38.74466,-9.13582,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,26.0,32.0
632,632,"Apartamento T1 em Arroios, Lisboa",427.000 €,1 quarto,Área bruta 68 m²,"38,7316458","-9,1375968",Com elevador,T1,0,0,1,1,427000,68,1,1,38.7316458,-9.1375968,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0,52.0,32.0
634,634,"Apartamento T3 na Rua Silva Carvalho, Campo de Ourique, Lisboa",550.000 €,3 quartos,Área bruta 141 m²,"38,7215729","-9,1608176", ,T3,0,0,3,3,550000,141,0,0,38.7215729,-9.1608176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,58.0,29.0
635,635,"Apartamento T1 em Campolide, Lisboa",449.000 €,1 quarto,Área bruta 66 m²,"38,737858","-9,16764", ,T1,0,0,1,1,449000,66,0,0,38.737858,-9.16764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,24.0,27.0
637,637,"Penthouse T2 na Rua Tenente Espanca, Avenidas Novas, Lisboa",1.150.000 €,2 quartos,Área bruta 119 m²,"38,73951","-9,15533","Com elevador, Com garagem",T2,0,0,2,2,1150000,119,2,1,38.73951,-9.15533,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0,54.0,48.0
638,638,"Apartamento T3 na Rua dos Fanqueiros, Santa Maria Maior, Lisboa",720.000 €,3 quartos,Área bruta 134 m²,"38,71325","-9,13688", ,T3,0,0,3,3,720000,134,0,0,38.71325,-9.13688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10.0,93.0,25.0
639,639,"Apartamento T2 em Campolide, Lisboa",575.000 €,2 quartos,Área bruta 114 m²,"38,7284187391","-9,1626188426", ,T2,0,0,2,2,575000,114,0,0,38.7284187391,-9.1626188426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,42.0,23.0
640,640,"Apartamento T3 na Avenida Dom João II, Parque das Nações, Lisboa",1.590.000 €,3 quartos,Área bruta 137 m²,"38,76241","-9,09747","Com elevador, Com garagem",T3,0,0,3,3,1590000,137,2,1,38.76241,-9.09747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,6.0,10.0
641,641,"Moradia em Banda T9 em Ajuda, Lisboa",595.500 €,9 quartos,Área bruta 177 m²,"38,71151","-9,19231", ,em,0,0,9,9,595500,177,0,0,38.71151,-9.19231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,18.0,23.0
642,642,"Moradia Isolada T4 em Belém, Lisboa",3.000.000 €,4 quartos,Área útil 331 m²,"38,6994440803","-9,2187738419","De luxo, Com garagem",Isolada,0,0,4,4,3000000,331,2,1,38.6994440803,-9.2187738419,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,15.0,16.0
646,646,"Apartamento T1 em Largo Rafael Bordalo Pinheiro, Santa Maria Maior, Lisboa",800.000 €,1 quarto,Área útil 64 m²,"38,71149","-9,14153", ,T1,0,0,1,1,800000,64,0,0,38.71149,-9.14153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9.0,106.0,28.0
647,647,"Duplex T2 em Campo Grande, Alvalade, Lisboa",735.000 €,2 quartos,Área bruta 109 m²,"38,7488151","-9,1487613","Piscina, Com elevador",T2,0,0,2,2,735000,109,2,1,38.7488151,-9.1487613,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,47.0,54.0
648,648,"Moradia T3 na Rua de São Boaventura, Misericórdia, Lisboa",780.000 €,3 quartos,Área bruta 110 m²,"38,71456","-9,14629", ,T3,0,0,3,3,780000,110,0,0,38.71456,-9.14629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0,108.0,35.0
649,649,"Apartamento T1 em Travessa do Possolo, Estrela, Lisboa",250.000 €,1 quarto,Área bruta 55 m²,"38,71094","-9,16566", ,T1,0,0,1,1,250000,55,0,0,38.71094,-9.16566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,48.0,28.0
650,650,"Apartamento T3 na Avenida Almirante Reis, Areeiro, Lisboa",840.000 €,3 quartos,Área bruta 203 m²,"38,73869","-9,13386",Com elevador,T3,0,0,3,3,840000,203,1,1,38.73869,-9.13386,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,32.0,32.0
652,652,"Apartamento T3 em Benfica, Lisboa",750.000 €,3 quartos,Área bruta 118 m²,"38,749224","-9,198318", ,T3,0,0,3,3,750000,118,0,0,38.749224,-9.198318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,11.0,18.0
654,654,"Apartamento T5 na Rua António Pereira Carrilho, Arroios, Lisboa",650.000 €,5 quartos,Área bruta 133 m²,"38,734305666","-9,1359955072",Com elevador,T5,0,0,5,5,650000,133,1,1,38.734305666,-9.1359955072,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,41.0,32.0
656,656,"Apartamento T1 em Praça Restauradores, Santa Maria Maior, Lisboa",650.000 €,1 quarto,Área bruta 102 m²,"38,71499","-9,14169", ,T1,0,0,1,1,650000,102,0,0,38.71499,-9.14169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13.0,114.0,31.0
657,657,"Apartamento T2 Duplex em Santa Maria Maior, Lisboa",799.000 €,2 quartos,Área bruta 109 m²,"38,710004","-9,136026",Com elevador,T2,0,0,2,2,799000,109,1,1,38.710004,-9.136026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10.0,76.0,21.0
659,659,"Apartamento T2 Triplex na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",235.000 €,2 quartos,Área bruta 70 m²,"38,74445","-9,17845", ,T2,0,0,2,2,235000,70,0,0,38.74445,-9.17845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.0,16.0,22.0
660,660,"Apartamento T3+1 em Santo António, Lisboa",1.925.000 €,3 quartos,Área bruta 183 m²,"38,71996","-9,1419","Com elevador, Com garagem",T3+1,1,1,3,4,1925000,183,2,1,38.71996,-9.1419,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,108.0,35.0
663,663,"Apartamento T1 em Misericórdia, Lisboa",940.000 €,1 quarto,Área bruta 148 m²,"38,7111501","-9,1490905",Com garagem,T1,0,0,1,1,940000,148,1,1,38.7111501,-9.1490905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,102.0,32.0
665,665,"Apartamento T2 na Rua Pedro Dias, Misericórdia, Lisboa",290.000 €,2 quartos,Área bruta 77 m²,"38,7118496","-9,1506944",Rés do chão,T2,0,0,2,2,290000,77,1,1,38.7118496,-9.1506944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,99.0,33.0
666,666,"Apartamento T3 na Rua Doutor João de Barros, Benfica, Lisboa",399.900 €,3 quartos,Área bruta 92 m²,"38,75451","-9,1985",Com elevador,T3,0,0,3,3,399900,92,1,1,38.75451,-9.1985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,10.0,20.0
668,668,"Apartamento T3 na Rua David de Sousa, Areeiro, Lisboa",870.000 €,3 quartos,Área bruta 137 m²,"38,74383","-9,14203",Com elevador,T3,0,0,3,3,870000,137,1,1,38.74383,-9.14203,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0,44.0,46.0
669,669,"Apartamento T3 Triplex na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",235.000 €,3 quartos,Área bruta 70 m²,"38,74445","-9,17845", ,T3,0,0,3,3,235000,70,0,0,38.74445,-9.17845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.0,16.0,22.0
670,670,"Apartamento T1 na Rua da Glória, Santo António, Lisboa",890.000 €,1 quarto,Área bruta 96 m²,"38,7163","-9,14358",Com elevador,T1,0,0,1,1,890000,96,1,1,38.7163,-9.14358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,115.0,33.0
671,671,"Apartamento T2 na Rua Tenente Espanca, Avenidas Novas, Lisboa",970.000 €,2 quartos,Área bruta 118 m²,"38,73951","-9,15533","Com elevador, Com garagem",T2,0,0,2,2,970000,118,2,1,38.73951,-9.15533,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,54.0,48.0
672,672,"Apartamento T3 na Rua de Campolide, Campolide, Lisboa",2.000.000 €,3 quartos,Área bruta 148 m²,"38,73068","-9,16272", ,T3,0,0,3,3,2000000,148,0,0,38.73068,-9.16272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,33.0,20.0
673,673,"Apartamento T2 em Estrela, Lisboa",1.180.000 €,2 quartos,Área bruta 111 m²,"38,7085055057","-9,1606452803",Com elevador,T2,0,0,2,2,1180000,111,1,1,38.7085055057,-9.1606452803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,57.0,28.0
674,674,"Apartamento T3 em Misericórdia, Lisboa",1.250.000 €,3 quartos,Área bruta 219 m²,"38,7110094","-9,1495629","Rés do chão, Com elevador",T3,0,0,3,3,1250000,219,2,1,38.7110094,-9.1495629,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,101.0,31.0
675,675,"Apartamento T1 em Travessa do Rosário a Santa Clara, São Vicente, Lisboa",210.000 €,1 quarto,Área bruta 35 m²,"38,7169174791","-9,1258337459", ,T1,0,0,1,1,210000,35,0,0,38.7169174791,-9.1258337459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.0,49.0,20.0
677,677,"Duplex T1 na Rua Tenente Espanca, Avenidas Novas, Lisboa",990.000 €,1 quarto,Área bruta 122 m²,"38,73951","-9,15533","Com elevador, Com garagem",T1,0,0,1,1,990000,122,2,1,38.73951,-9.15533,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0,54.0,48.0
682,682,"Apartamento T2 em Campo de Ourique, Lisboa",400.000 €,2 quartos,Área bruta 88 m²,"38,719224","-9,1663869193", ,T2,0,0,2,2,400000,88,0,0,38.719224,-9.1663869193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,37.0,24.0
684,684,"Apartamento T3 em Belém, Lisboa",1.200.000 €,3 quartos,Área bruta 161 m²,"38,6971","-9,224246", ,T3,0,0,3,3,1200000,161,0,0,38.6971,-9.224246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,8.0,12.0
685,685,"Apartamento T2 em Alvalade, Lisboa",369.000 €,2 quartos,Área bruta 68 m²,"38,7430519","-9,1396267", ,T2,0,0,2,2,369000,68,0,0,38.7430519,-9.1396267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0,39.0,40.0
688,688,"Apartamento T1 em Estrada dos Arneiros, Benfica, Lisboa",269.900 €,1 quarto,Área bruta 44 m²,"38,75466","-9,198", ,T1,0,0,1,1,269900,44,0,0,38.75466,-9.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,10.0,20.0
689,689,"Apartamento T1+1 em Travessa Nova de Dom Vasco, Ajuda, Lisboa",475.000 €,1 quarto,Área bruta 90 m²,"38,7045414","-9,1949173", ,T1+1,1,1,1,2,475000,90,0,0,38.7045414,-9.1949173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,38.0,28.0
690,690,"Apartamento T1 na Avenida da Liberdade, Santo António, Lisboa",1.100.000 €,1 quarto,Área bruta 87 m²,"38,720537","-9,145902","Com elevador, Com garagem",T1,0,0,1,1,1100000,87,2,1,38.720537,-9.145902,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,107.0,38.0
691,691,"Apartamento T4 em Alvalade, Lisboa",935.000 €,4 quartos,Área bruta 183 m²,"38,753853","-9,1682288","Com elevador, Com garagem",T4,0,0,4,4,935000,183,2,1,38.753853,-9.1682288,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,37.0,50.0
692,692,"Apartamento T2 em Estrela, Lisboa",590.000 €,2 quartos,Área bruta 98 m²,"38,7055302","-9,1725873","Com elevador, Com garagem",T2,0,0,2,2,590000,98,2,1,38.7055302,-9.1725873,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,23.0,19.0
693,693,"Apartamento T1 em Misericórdia, Lisboa",300.000 €,1 quarto,Área bruta 35 m²,"38,709934899","-9,1466626525", ,T1,0,0,1,1,300000,35,0,0,38.709934899,-9.1466626525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,99.0,27.0
694,694,"Apartamento T2 em Olivais, Lisboa",285.000 €,2 quartos,Área bruta 53 m²,"38,774804","-9,114948", ,T2,0,0,2,2,285000,53,0,0,38.774804,-9.114948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,15.0
698,698,"Apartamento T2 em Ajuda, Lisboa",395.000 €,2 quartos,Área bruta 109 m²,"38,7039446","-9,1915804",Com garagem,T2,0,0,2,2,395000,109,1,1,38.7039446,-9.1915804,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,32.0,29.0
699,699,"Duplex T3 Duplex em Santa Maria Maior, Lisboa",850.000 €,3 quartos,Área bruta 138 m²,"38,7104779","-9,1321315", ,T3,0,0,3,3,850000,138,0,0,38.7104779,-9.1321315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9.0,66.0,19.0
701,701,"Duplex T1 Duplex na Rua Luz Soriano, Misericórdia, Lisboa",310.000 €,1 quarto,Área bruta 56 m²,"38,71243","-9,14568", ,T1,0,0,1,1,310000,56,0,0,38.71243,-9.14568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0,106.0,31.0
702,702,"Apartamento T1 em Ajuda, Lisboa",385.000 €,1 quarto,Área bruta 88 m²,"38,7028423","-9,196568", ,T1,0,0,1,1,385000,88,0,0,38.7028423,-9.196568,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,38.0,30.0
703,703,"Apartamento T1 na Rua B do Pual, Lumiar, Lisboa",400.000 €,1 quarto,Área bruta 65 m²,"38,7763688819","-9,1569328308",Com elevador,T1,0,0,1,1,400000,65,1,1,38.7763688819,-9.1569328308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,9.0,18.0
704,704,"Apartamento T2 Triplex em São Vicente, Lisboa",750.000 €,2 quartos,Área bruta 134 m²,"38,717168","-9,126775",Com elevador,T2,0,0,2,2,750000,134,1,1,38.717168,-9.126775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.0,54.0,26.0
708,708,"Apartamento T2+1 na Rua Damasceno Monteiro, Arroios, Lisboa",350.000 €,2 quartos,Área bruta 84 m²,"38,71947","-9,13328", ,T2+1,1,1,2,3,350000,84,0,0,38.71947,-9.13328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0,88.0,34.0
713,713,"Apartamento T1 em Penha de França, Lisboa",215.000 €,1 quarto,Área bruta 43 m²,"38,723564","-9,128812", ,T1,0,0,1,1,215000,43,0,0,38.723564,-9.128812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,51.0,33.0
714,714,"Apartamento T2 na Rua da Glória, Santo António, Lisboa",995.000 €,2 quartos,Área bruta 109 m²,"38,7163","-9,14358",Rés do chão,T2,0,0,2,2,995000,109,1,1,38.7163,-9.14358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,115.0,33.0
715,715,"Apartamento T1 na Avenida Duque de Loulé, Santo António, Lisboa",680.000 €,1 quarto,Área útil 72 m²,"38,72711","-9,14671",Piscina,T1,0,0,1,1,680000,72,1,1,38.72711,-9.14671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15.0,83.0,35.0
716,716,"Apartamento T5 em Alvalade, Lisboa",1.500.000 €,5 quartos,Área bruta 242 m²,"38,7490068066","-9,1415922745",Com elevador,T5,0,0,5,5,1500000,242,1,1,38.7490068066,-9.1415922745,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,38.0,50.0
717,717,"Duplex T3 Duplex em Travessa Henrique Cardoso, Alvalade, Lisboa",698.000 €,3 quartos,Área bruta 145 m²,"38,74574","-9,14256", ,T3,0,0,3,3,698000,145,0,0,38.74574,-9.14256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,41.0,45.0
718,718,"Flat T2 na Avenida Óscar Monteiro Torres, Areeiro, Lisboa",510.000 €,2 quartos,Área bruta 90 m²,"38,74354","-9,14025",Com elevador,T2,0,0,2,2,510000,90,1,1,38.74354,-9.14025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0,41.0,41.0
719,719,"Apartamento T2 em Campolide, Lisboa",675.000 €,2 quartos,Área bruta 127 m²,"38,72797","-9,1628", ,T2,0,0,2,2,675000,127,0,0,38.72797,-9.1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,44.0,23.0
720,720,"Apartamento T1 em Calçada de Santo Amaro, Alcântara, Lisboa",550.000 €,1 quarto,Área bruta 72 m²,"38,70294","-9,18567", ,T1,0,0,1,1,550000,72,0,0,38.70294,-9.18567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,29.0,26.0
721,721,"Apartamento T2 em São Vicente, Lisboa",299.000 €,2 quartos,Área útil 71 m²,"38,71917","-9,12169", ,T2,0,0,2,2,299000,71,0,0,38.71917,-9.12169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.0,34.0,18.0
724,724,"Apartamento T1 em Largo Rafael Bordalo Pinheiro, Santa Maria Maior, Lisboa",800.000 €,1 quarto,Área útil 50 m²,"38,71145","-9,14186", ,T1,0,0,1,1,800000,50,0,0,38.71145,-9.14186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10.0,107.0,29.0
726,726,"Apartamento T2 na Avenida Dom João II, Parque das Nações, Lisboa",575.000 €,2 quartos,Área bruta 143 m²,"38,78083","-9,09829","Com elevador, Com garagem",T2,0,0,2,2,575000,143,2,1,38.78083,-9.09829,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,3.0,10.0
