,id,title,price,num_rooms,total_area,latitude,longitude,region,extras
0,0,"Apartamento T2 em Alvalade, Lisboa",430.000 €,2 quartos,Área bruta 90 m²,"38,7457392","-9,1425898",Alvalade, 
1,1,"Apartamento T1 em Benfica, Lisboa",269.900 €,1 quarto,Área bruta 97 m²,"38,75171","-9,2009",Benfica, 
2,2,"Apartamento T3 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 120 m²,"38,74657","-9,17989",São Domingos de Benfica, 
3,3,"Apartamento T2 na Rua de São Pedro Mártir, Santa Maria Maior, Lisboa",285.000 €,2 quartos,Área bruta 55 m²,"38,71471","-9,13582",Santa Maria Maior, 
4,4,"Apartamento T1 em Praça de Luís de Camões, Misericórdia, Lisboa",690.000 €,1 quarto,Área bruta 93 m²,"38,71078","-9,14385",Misericórdia,Com garagem
5,5,"Apartamento T5 na Rua Sousa Pinto, Santo António, Lisboa",3.950.000 €,5 quartos,Área bruta 416 m²,"38,7234746455","-9,1581178942",Santo António,"De luxo, Com garagem"
6,6,"Apartamento T4+1 na Rua de São Paulo, Misericórdia, Lisboa",1.650.000 €,4 quartos,Área útil 233 m²,"38,70794","-9,14468",Misericórdia,"Com elevador, Com garagem"
7,7,"Apartamento T2+1 em Calçada do Combro, Misericórdia, Lisboa",1.800.000 €,2 quartos,Área bruta 234 m²,"38,71101","-9,14865",Misericórdia,"Com elevador, Com garagem"
8,8,"Apartamento T9 na Rua de Santa Marta, Santo António, Lisboa",1.500.000 €,9 quartos,Área bruta 290 m²,"38,72401","-9,14598",Santo António,Com elevador
9,9,"Apartamento T5 na Avenida Miguel Torga, Campolide, Lisboa",2.200.000 €,5 quartos,Área bruta 336 m²,"38,73108","-9,16051",Campolide,"De luxo, Com elevador, Com garagem"
10,10,"Moradia T5 na Rua das Pedras Negras, Santa Maria Maior, Lisboa",8.200.000 €,5 quartos,Área bruta 874 m²,"38,71019","-9,13348",Santa Maria Maior,"De luxo, Com garagem"
11,11,"Apartamento T4 em Arroios, Lisboa",375.000 €,4 quartos,Área bruta 90 m²,"38,72411","-9,13463",Arroios, 
12,12,"Apartamento T1+1 na Rua da Silva, Misericórdia, Lisboa",310.000 €,1 quarto,Área bruta 60 m²,"38,70935","-9,15253",Misericórdia, 
13,13,"Apartamento T3 na Rua do Ferragial, Misericórdia, Lisboa",2.450.000 €,3 quartos,Área bruta 264 m²,"38,70762","-9,14239",Misericórdia,"De luxo, Com garagem"
14,14,"Moradia T4+1 em Largo do Mastro, Arroios, Lisboa",2.390.000 €,4 quartos,Área bruta 262 m²,"38,72141","-9,13855",Arroios,"De luxo, Com garagem"
15,15,"Apartamento T2+1 em Arroios, Lisboa",250.000 €,2 quartos,Área útil 88 m²,"38,7321733","-9,1350438",Arroios,Com elevador
16,16,"Apartamento T2 Duplex em Calçada da Ajuda, Ajuda, Lisboa",325.000 €,2 quartos,Área bruta 48 m²,"38,70531","-9,19939",Ajuda, 
17,17,"Apartamento T1+2 na Rua Cecílio de Sousa, Misericórdia, Lisboa",320.000 €,1 quarto,Área bruta 68 m²,"38,7160237","-9,1500739",Misericórdia,Rés do chão
18,18,"Apartamento T6 na Avenida João XXI, Areeiro, Lisboa",810.000 €,6 quartos,Área bruta 150 m²,"38,74253","-9,13526",Areeiro,Com elevador
19,19,"Apartamento T5 em Avenidas Novas, Lisboa",1.470.000 €,5 quartos,Área bruta 228 m²,"38,7410926","-9,1471513",Avenidas Novas,Com garagem
20,20,"Apartamento em Estrada de Benfica, Benfica, Lisboa",257.000 €,C.E.: C,Unknown,"38,75237","-9,20599",Benfica, 
21,21,"Apartamento T2 na Avenida de Berna, Avenidas Novas, Lisboa",495.000 €,2 quartos,Área bruta 70 m²,"38,7394789","-9,1520223",Avenidas Novas,Com elevador
22,22,"Apartamento T2 na Rua Gregório Lopes, Belém, Lisboa",488.000 €,2 quartos,Área bruta 102 m²,"38,7116286","-9,2137529",Belém,"Com elevador, Com garagem"
23,23,"Apartamento T3 em Arroios, Lisboa",495.000 €,3 quartos,Área bruta 119 m²,"38,7328921","-9,1341885",Arroios, 
24,24,"Apartamento T2 Duplex em Estrela, Lisboa",490.000 €,2 quartos,Área bruta 70 m²,"38,7061891","-9,1616014",Estrela,Rés do chão
25,25,"Apartamento T2 na Rua do Mirante, São Vicente, Lisboa",299.000 €,2 quartos,Área bruta 60 m²,"38,71681","-9,12154",São Vicente, 
26,26,"Moradia T3 Triplex em Belém, Lisboa",1.400.000 €,3 quartos,Área bruta 230 m²,"38,6979033995","-9,1952884197",Belém, 
27,27,"Apartamento T3 Duplex na Rua Luz Soriano, Misericórdia, Lisboa",1.270.000 €,3 quartos,Área bruta 180 m²,"38,71193","-9,14586",Misericórdia,Com elevador
28,28,"Apartamento T4 em Campo de Ourique, Lisboa",825.000 €,4 quartos,Área bruta 134 m²,"38,72151","-9,1595",Campo de Ourique,Com elevador
29,29,"Apartamento T3 em Parque das Nações, Lisboa",1.590.000 €,3 quartos,Área bruta 130 m²,"38,77093","-9,09819",Parque das Nações,"Com elevador, Com garagem"
30,30,"Apartamento T2 na Rua Luz Soriano, Misericórdia, Lisboa",758.000 €,2 quartos,Área bruta 138 m²,"38,71193","-9,14586",Misericórdia,Com elevador
31,31,"Apartamento T3 na Rua Joaquim Casimiro, Estrela, Lisboa",1.900.000 €,3 quartos,Área bruta 160 m²,"38,70501","-9,16721",Estrela, 
32,32,"Apartamento T2 na Rua Silva Carvalho, Campo de Ourique, Lisboa",615.000 €,2 quartos,Área bruta 74 m²,"38,7185","-9,16215",Campo de Ourique,Com elevador
33,33,"Apartamento T3 em Benfica, Lisboa",359.000 €,3 quartos,Área bruta 110 m²,"38,7506416203","-9,1987098542",Benfica, 
34,34,"Apartamento T2 na Rua Presidente Arriaga, Estrela, Lisboa",950.000 €,2 quartos,Área bruta 150 m²,"38,70438","-9,16618",Estrela,"Com elevador, Com garagem"
35,35,"Apartamento T1 em Estrada de Benfica, São Domingos de Benfica, Lisboa",279.900 €,1 quarto,Área bruta 49 m²,"38,74487","-9,17992",São Domingos de Benfica,Com elevador
36,36,"Apartamento T1 em Estrada de Benfica, Benfica, Lisboa",279.900 €,1 quarto,Área bruta 48 m²,"38,7520552","-9,2052859",Benfica,"Com elevador, Com garagem"
37,37,"Apartamento T7 em Avenidas Novas, Lisboa",1.500.000 €,7 quartos,Área bruta 302 m²,"38,7363924","-9,1451395",Avenidas Novas,Com elevador
38,38,"Apartamento T1 na Rua Passos Manuel, Arroios, Lisboa",339.000 €,1 quarto,Área bruta 54 m²,"38,73121","-9,13677",Arroios,Com elevador
39,39,"Apartamento T0 em Travessa do Terreiro de Santa Catarina, Misericórdia, Lisboa",128.000 €,Área bruta 28 m²,C.E.: D,"38,71006","-9,14999",Misericórdia,Rés do chão
40,40,"Apartamento T2 em Largo Conde de Ottolini, São Domingos de Benfica, Lisboa",318.000 €,2 quartos,Área bruta 85 m²,"38,74253","-9,17759",São Domingos de Benfica,Com elevador
41,41,"Apartamento T3 em Parque das Nações, Lisboa",980.000 €,3 quartos,Área bruta 198 m²,"38,76273","-9,09786",Parque das Nações,Com elevador
42,42,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,2 quartos,Área bruta 76 m²,"38,74657","-9,17989",São Domingos de Benfica, 
43,43,"Apartamento T4 em Campolide, Lisboa",3.750.000 €,4 quartos,C.E.: A,"38,7373789756","-9,1683963189",Campolide,"De luxo, Piscina, Com elevador"
44,44,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",349.900 €,2 quartos,Área bruta 67 m²,"38,74657","-9,17989",São Domingos de Benfica,Rés do chão
45,45,"Apartamento T3 em Lumiar, Lisboa",995.000 €,3 quartos,Área bruta 168 m²,"38,76063","-9,17393",Lumiar,"Piscina, Com elevador, Com garagem"
46,46,"Moradia T6 em Misericórdia, Lisboa",1.800.000 €,6 quartos,Área bruta 426 m²,"38,7113638","-9,1476538",Misericórdia, 
47,47,"Apartamento T1 na Rua dos Arneiros, Benfica, Lisboa",269.900 €,1 quarto,Área bruta 44 m²,"38,75171","-9,2009",Benfica, 
48,48,"Penthouse T3+1 na Rua José Maria Nicolau, São Domingos de Benfica, Lisboa",1.290.000 €,3 quartos,Área bruta 191 m²,"38,7553","-9,18206",São Domingos de Benfica,"Vista para mar, Com elevador, Com garagem"
49,49,"Apartamento T3 em Campolide, Lisboa",1.700.000 €,3 quartos,Área útil 140 m²,"38,7388","-9,16836",Campolide,"Piscina, Com elevador, Com garagem"
50,50,"Apartamento T1 na Rua dos Arneiros, Benfica, Lisboa",269.900 €,1 quarto,Área bruta 44 m²,"38,75171","-9,2009",Benfica, 
51,51,"Apartamento T3 na Rua Telhal Olivais, Marvila, Lisboa",1.080.000 €,3 quartos,Área útil 139 m²,"38,74727","-9,10117",Marvila,"Com elevador, Com garagem"
52,52,"Apartamento T4 em Largo dos Stephens, Misericórdia, Lisboa",1.495.000 €,4 quartos,Área bruta 259 m²,"38,70786","-9,14405",Misericórdia,Com elevador
53,53,"Apartamento T2 na Rua do Vale de Santo António, São Vicente, Lisboa",399.900 €,2 quartos,Área bruta 77 m²,"38,71779","-9,12244",São Vicente, 
54,54,"Apartamento T1 na Rua do Quatro de Infantaria, Campo de Ourique, Lisboa",260.000 €,1 quarto,Área bruta 43 m²,"38,71995","-9,16478",Campo de Ourique,Rés do chão
55,55,"Apartamento T2 na Rua das Laranjeiras, São Domingos de Benfica, Lisboa",399.900 €,2 quartos,Área bruta 65 m²,"38,74677","-9,169",São Domingos de Benfica, 
56,56,"Apartamento T2 na Rua do Vale de Santo António, São Vicente, Lisboa",399.900 €,2 quartos,Área bruta 77 m²,"38,71779","-9,12244",São Vicente, 
57,57,"Moradia T4 em Campo de Ourique, Lisboa",995.000 €,4 quartos,Área bruta 286 m²,"38,7146255468","-9,1642905246",Campo de Ourique,"Piscina, Vista para mar, Com garagem"
58,58,"Apartamento T3+1 em Praça Francisco Sá Carneiro, Areeiro, Lisboa",775.000 €,3 quartos,Área bruta 186 m²,"38,7383787875","-9,126318619",Areeiro,Com elevador
59,59,"Apartamento T3 em Areeiro, Lisboa",695.000 €,3 quartos,Área bruta 133 m²,"38,738144","-9,133503",Areeiro, 
60,60,"Apartamento T4 em Lumiar, Lisboa",1.563.840 €,4 quartos,Área útil 182 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
61,61,"Apartamento T3 Triplex na Rua de Buenos Aires, Estrela, Lisboa",1.990.000 €,3 quartos,Área bruta 245 m²,"38,7112","-9,16114",Estrela,"Com elevador, Com garagem"
62,62,"Apartamento T4 em Lumiar, Lisboa",1.507.200 €,4 quartos,Área útil 182 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
63,63,"Apartamento T4 em Lumiar, Lisboa",1.547.520 €,4 quartos,Área útil 186 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
64,64,"Apartamento T4 na Rua Dom Jorge da Costa, Belém, Lisboa",1.850.000 €,4 quartos,Área bruta 281 m²,"38,710654","-9,207782",Belém,"Com elevador, Com garagem"
65,65,"Apartamento T3 em Santa Maria Maior, Lisboa",1.250.000 €,3 quartos,Área bruta 158 m²,"38,7103093","-9,1339418096",Santa Maria Maior, 
66,66,"Apartamento T4 em Lumiar, Lisboa",1.536.000 €,4 quartos,Área útil 182 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
67,67,"Apartamento T1 na Rua Passos Manuel, Arroios, Lisboa",339.500 €,1 quarto,Área bruta 54 m²,"38,73121","-9,13677",Arroios, 
68,68,"Apartamento T4 em Lumiar, Lisboa",1.682.000 €,4 quartos,Área útil 182 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
69,69,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",349.900 €,2 quartos,Área bruta 70 m²,"38,74657","-9,17989",São Domingos de Benfica,Rés do chão
70,70,"Apartamento T4 em Lumiar, Lisboa",1.932.000 €,4 quartos,Área útil 198 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
71,71,"Apartamento T4 em Avenidas Novas, Lisboa",1.800.000 €,4 quartos,Área bruta 214 m²,"38,72876","-9,149471",Avenidas Novas, 
72,72,"Apartamento T3 na Rua António Nobre, São Domingos de Benfica, Lisboa",429.900 €,3 quartos,Área bruta 87 m²,"38,74657","-9,17989",São Domingos de Benfica, 
73,73,"Apartamento T4 em Lumiar, Lisboa",1.856.000 €,4 quartos,Área útil 198 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
74,74,"Apartamento T4 em Lumiar, Lisboa",1.737.000 €,4 quartos,Área útil 184 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
75,75,"Apartamento T3 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",235.000 €,3 quartos,Área bruta 67 m²,"38,74445","-9,17845",São Domingos de Benfica, 
76,76,"Apartamento T1 na Rua João Saraiva, Alvalade, Lisboa",560.000 €,1 quarto,Área bruta 63 m²,"38,75724","-9,14093",Alvalade,Com garagem
77,77,"Apartamento T1 na Rua do Vale de Santo António, São Vicente, Lisboa",299.900 €,1 quarto,Área bruta 65 m²,"38,71781","-9,12247",São Vicente,Rés do chão
78,78,"Apartamento T4 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",255.000 €,4 quartos,Área bruta 79 m²,"38,74445","-9,17845",São Domingos de Benfica, 
79,79,"Apartamento T3 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",235.000 €,3 quartos,Área bruta 67 m²,"38,74445","-9,17845",São Domingos de Benfica, 
80,80,"Apartamento T3 na Rua Mário Castelhano, Avenidas Novas, Lisboa",600.000 €,3 quartos,Área bruta 118 m²,"38,7418702","-9,158727",Avenidas Novas,"Com elevador, Com garagem"
81,81,"Apartamento T3 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",235.000 €,3 quartos,Área bruta 80 m²,"38,74445","-9,17845",São Domingos de Benfica, 
82,82,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",490.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
83,83,"Apartamento T3 em Avenidas Novas, Lisboa",921.000 €,3 quartos,Área bruta 131 m²,"38,74049","-9,150863",Avenidas Novas,Com elevador
84,84,"Apartamento T2 na Avenida António Augusto de Aguiar, Avenidas Novas, Lisboa",850.000 €,2 quartos,Área bruta 91 m²,"38,72869","-9,14937",Avenidas Novas,Com elevador
85,85,"Penthouse T4 na Rua Nova dos Mercadores, Parque das Nações, Lisboa",1.590.000 €,4 quartos,Área bruta 301 m²,"38,7585032405","-9,0953688697",Parque das Nações, 
86,86,"Apartamento T1 na Rua Passos Manuel, Arroios, Lisboa",339.500 €,1 quarto,Área bruta 60 m²,"38,73121","-9,13677",Arroios,Com elevador
87,87,"Apartamento T3 em Santa Maria Maior, Lisboa",795.000 €,3 quartos,Área bruta 133 m²,"38,71064","-9,1353",Santa Maria Maior, 
88,88,"Apartamento T7 em Santa Maria Maior, Lisboa",1.250.000 €,7 quartos,Área bruta 250 m²,"38,710789","-9,1385962",Santa Maria Maior,Com elevador
89,89,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",985.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
90,90,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",915.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
91,91,"Apartamento T1 na Rua Pereira Henriques, Marvila, Lisboa",560.000 €,1 quarto,Área bruta 101 m²,"38,74341","-9,102452",Marvila,Com garagem
92,92,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",510.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
93,93,"Apartamento T3 em Santa Maria Maior, Lisboa",699.000 €,3 quartos,Área bruta 112 m²,"38,711166","-9,136115",Santa Maria Maior, 
94,94,"Moradia T5+2 em Belém, Lisboa",3.500.000 €,5 quartos,Área bruta 626 m²,"38,7062311","-9,2133735",Belém,"De luxo, Com garagem"
95,95,"Apartamento T3 em Santa Clara, Lisboa",215.000 €,3 quartos,Área bruta 115 m²,"38,7923917646","-9,153888224",Santa Clara, 
96,96,"Apartamento T3 em São Domingos de Benfica, Lisboa",850.000 €,3 quartos,Área útil 140 m²,"38,75574","-9,17085",São Domingos de Benfica,"Piscina, Com elevador"
97,97,"Apartamento T4 na Rua Dom Jorge da Costa, Belém, Lisboa",1.490.000 €,4 quartos,Área bruta 281 m²,"38,71046","-9,20848",Belém,"Piscina, Com elevador, Com garagem"
98,98,"Apartamento T1 em Estrada de Benfica, São Domingos de Benfica, Lisboa",279.900 €,1 quarto,Área bruta 48 m²,"38,74487","-9,17992",São Domingos de Benfica,"Com elevador, Com garagem"
99,99,"Apartamento T2 em Santo António, Lisboa",550.000 €,2 quartos,Área útil 115 m²,"38,72049","-9,14419",Santo António, 
100,100,"Apartamento T4 em Santa Maria Maior, Lisboa",2.990.000 €,4 quartos,Área bruta 318 m²,"38,71148","-9,14068",Santa Maria Maior,"De luxo, Com elevador"
101,101,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",950.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
102,102,"Apartamento T2+1 em São Domingos de Benfica, Lisboa",419.900 €,2 quartos,Área bruta 47 m²,"38,74677","-9,169",São Domingos de Benfica, 
103,103,"Apartamento T5+1 em Estrela, Lisboa",1.560.000 €,5 quartos,Área útil 261 m²,"38,70555","-9,16039",Estrela, 
104,104,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",550.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
105,105,"Apartamento T2 em Alcântara, Lisboa",310.000 €,2 quartos,Área bruta 58 m²,"38,7034734393","-9,1835831989",Alcântara, 
106,106,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",560.000 €,1 quarto,Área bruta 60 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
107,107,"Apartamento T1 na Rua Pereira Henriques, Marvila, Lisboa",600.000 €,1 quarto,Área bruta 161 m²,"38,74341","-9,102452",Marvila,Com garagem
108,108,"Apartamento T2 em Penha de França, Lisboa",229.000 €,2 quartos,Área bruta 48 m²,"38,7283527","-9,1298246",Penha de França, 
109,109,"Apartamento T2 em Beco do Mirante, São Vicente, Lisboa",299.000 €,2 quartos,Área bruta 60 m²,"38,71699","-9,12177",São Vicente, 
110,110,"Apartamento T2 em Estrela, Lisboa",925.000 €,2 quartos,Área bruta 160 m²,"38,7097704","-9,160889",Estrela,Com garagem
111,111,"Apartamento T2 em Parque das Nações, Lisboa",850.000 €,2 quartos,Área bruta 103 m²,"38,77093","-9,09819",Parque das Nações,Com elevador
112,112,"Apartamento T2 em Campo de Santa Clara, São Vicente, Lisboa",790.000 €,2 quartos,Área bruta 110 m²,"38,71441","-9,12565",São Vicente,"Com elevador, Com garagem"
113,113,"Apartamento T3 na Avenida Infante Santo, Estrela, Lisboa",995.000 €,3 quartos,Área bruta 148 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
114,114,"Apartamento T2 em Campo de Ourique, Lisboa",770.000 €,2 quartos,Área bruta 92 m²,"38,7210536534","-9,1644067698",Campo de Ourique,"Com elevador, Com garagem"
115,115,"Apartamento T5 na Rua Barão de Sabrosa, Areeiro, Lisboa",795.000 €,5 quartos,Área bruta 130 m²,"38,74086","-9,13087",Areeiro,"Com elevador, Com garagem"
116,116,"Penthouse T2 na Rua da Beneficência, Avenidas Novas, Lisboa",1.350.000 €,2 quartos,Área bruta 118 m²,"38,73976","-9,15466",Avenidas Novas,"Com elevador, Com garagem"
117,117,"Apartamento T2 na Rua Fernando Namora, Lumiar, Lisboa",570.000 €,2 quartos,Área bruta 105 m²,"38,76005","-9,17544",Lumiar,Com garagem
118,118,"Apartamento T3 em Estrela, Lisboa",1.285.000 €,3 quartos,Área bruta 181 m²,"38,7044","-9,16629",Estrela,"Com elevador, Com garagem"
119,119,"Apartamento T3 Duplex em Calçada da Tapada, Alcântara, Lisboa",990.000 €,3 quartos,Área bruta 156 m²,"38,7058842","-9,1849423",Alcântara,"Último andar, Com elevador, Com garagem"
120,120,"Apartamento T1 em São Vicente, Lisboa",170.000 €,1 quarto,Área bruta 33 m²,"38,71729","-9,12323",São Vicente, 
121,121,"Apartamento T2 em Campo de Ourique, Lisboa",429.900 €,2 quartos,C.E.: D,"38,7156485","-9,1650972",Campo de Ourique, 
122,122,"Penthouse T4 Duplex na Avenida 24 de Julho, Misericórdia, Lisboa",4.100.000 €,4 quartos,Área bruta 423 m²,"38,7065609249","-9,1481470246",Misericórdia,"Com elevador, Com garagem"
123,123,"Apartamento T4 na Rua Dom Jorge da Costa, Belém, Lisboa",1.700.000 €,4 quartos,Área bruta 282 m²,"38,710654","-9,207782",Belém,"Vista para mar, Com elevador, Com garagem"
124,124,"Apartamento T4 em Arroios, Lisboa",375.000 €,4 quartos,Área bruta 90 m²,"38,7239477138","-9,134136906",Arroios, 
125,125,"Apartamento T4 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",255.000 €,4 quartos,Área bruta 88 m²,"38,74445","-9,17845",São Domingos de Benfica, 
126,126,"Apartamento T1 em Campo de Ourique, Lisboa",275.000 €,1 quarto,Área bruta 119 m²,"38,7186352","-9,1595857",Campo de Ourique, 
127,127,"Apartamento T3 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",255.000 €,3 quartos,Área bruta 79 m²,"38,74445","-9,17845",São Domingos de Benfica, 
128,128,"Apartamento T1 na Rua dos Arneiros, Benfica, Lisboa",269.900 €,1 quarto,Área bruta 34 m²,"38,75171","-9,2009",Benfica, 
129,129,"Apartamento T4 em Parque das Nações, Lisboa",880.000 €,4 quartos,Área bruta 135 m²,"38,7686316","-9,095858",Parque das Nações,"Com elevador, Com garagem"
130,130,"Apartamento T2 em Penha de França, Lisboa",319.000 €,2 quartos,Área bruta 71 m²,"38,7297982202","-9,132510197",Penha de França,Com elevador
131,131,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",915.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
132,132,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",349.900 €,2 quartos,Área bruta 77 m²,"38,74657","-9,17989",São Domingos de Benfica,Rés do chão
133,133,"Apartamento T3 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 115 m²,"38,74657","-9,17989",São Domingos de Benfica, 
134,134,"Apartamento T2 na Avenida dos Combatentes, Avenidas Novas, Lisboa",803.000 €,2 quartos,Área bruta 119 m²,"38,7372473412","-9,1591536999",Avenidas Novas,"Piscina, Com elevador"
135,135,"Moradia T7 em Belém, Lisboa",7.000.000 €,7 quartos,Área bruta 600 m²,"38,7027256","-9,2131016",Belém,"De luxo, Piscina, Com garagem"
136,136,"Quinta T9 Triplex na Rua Sam Levy, Belém, Lisboa",7.500.000 €,9 quartos,Área bruta 3.527 m²,"38,7143767","-9,2148966",Belém,"De luxo, Com elevador, Com garagem"
137,137,"Apartamento T3 em Campolide, Lisboa",1.695.000 €,3 quartos,Área útil 172 m²,"38,7388","-9,16836",Campolide,Com elevador
138,138,"Apartamento T0 em Travessa do Almargem, Santa Maria Maior, Lisboa",850.000 €,Área bruta 48 m²,C.E.: C,"38,7092483961","-9,1316074133",Santa Maria Maior, 
139,139,"Apartamento T3 Duplex na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 115 m²,"38,74657","-9,17989",São Domingos de Benfica, 
140,140,"Apartamento T1 na Rua de São Bento, Estrela, Lisboa",420.000 €,1 quarto,Área bruta 62 m²,"38,71454765","-9,1535383608",Estrela,Com elevador
141,141,"Apartamento T2 em Estrela, Lisboa",1.180.000 €,2 quartos,Área bruta 111 m²,"38,7098217291","-9,1601263116",Estrela,Com elevador
142,142,"Apartamento T1 na Rua de São Filipe Néri, Santo António, Lisboa",620.000 €,1 quarto,Área bruta 65 m²,"38,72124","-9,15419",Santo António,"Com elevador, Com garagem"
143,143,"Apartamento T1 na Avenida Dom Carlos I, Misericórdia, Lisboa",589.000 €,1 quarto,Área bruta 90 m²,"38,70986","-9,15302",Misericórdia,"Com elevador, Com garagem"
144,144,"Apartamento T4 na Rua Engenheiro Nobre Guedes, Benfica, Lisboa",650.000 €,4 quartos,Área bruta 175 m²,"38,74742","-9,20622",Benfica,Com elevador
145,145,"Apartamento T2 Duplex na Rua de São Bento, Misericórdia, Lisboa",640.000 €,2 quartos,Área bruta 104 m²,"38,71601","-9,1549",Misericórdia, 
146,146,"Apartamento T3 em Parque das Nações, Lisboa",1.490.000 €,3 quartos,Área bruta 169 m²,"38,75761","-9,09583",Parque das Nações,Com elevador
147,147,"Apartamento T3 em Estrada do Paço do Lumiar, Carnide, Lisboa",1.400.000 €,3 quartos,Área bruta 177 m²,"38,77184","-9,17448",Carnide,"Piscina, Com elevador, Com garagem"
148,148,"Apartamento T3+1 na Rua da Condessa, Santa Maria Maior, Lisboa",579.000 €,3 quartos,Área bruta 97 m²,"38,71335","-9,142",Santa Maria Maior, 
149,149,"Apartamento T4 na Rua Dom Jorge da Costa, Belém, Lisboa",1.975.000 €,4 quartos,Área bruta 279 m²,"38,710654","-9,207782",Belém,"Vista para mar, Com elevador, Com garagem"
150,150,"Apartamento T3 em Benfica, Lisboa",340.000 €,3 quartos,Área bruta 106 m²,"38,7545676242","-9,1969040908",Benfica, 
151,151,"Apartamento T3 em Avenidas Novas, Lisboa",998.000 €,3 quartos,Área bruta 138 m²,"38,74049","-9,150863",Avenidas Novas,Com elevador
152,152,"Apartamento T2 em Campolide, Lisboa",690.000 €,2 quartos,Área bruta 108 m²,"38,7381153802","-9,1621423183",Campolide,Com garagem
153,153,"Apartamento T3 na Rua Basílio Teles, São Domingos de Benfica, Lisboa",383.000 €,3 quartos,Área bruta 110 m²,"38,73938","-9,16342",São Domingos de Benfica, 
154,154,"Apartamento T2 na Rua da Beneficência, Avenidas Novas, Lisboa",835.000 €,2 quartos,Área bruta 112 m²,"38,73976","-9,15466",Avenidas Novas,"Com elevador, Com garagem"
155,155,"Apartamento T2 Duplex na Rua de São Bento, Misericórdia, Lisboa",525.000 €,2 quartos,Área bruta 110 m²,"38,7149","-9,15389",Misericórdia, 
156,156,"Apartamento T2 em São Vicente, Lisboa",330.000 €,2 quartos,Área bruta 58 m²,"38,717688","-9,123875",São Vicente, 
157,157,"Apartamento T1 na Rua Pereira Henriques, Marvila, Lisboa",580.000 €,1 quarto,Área bruta 102 m²,"38,74341","-9,102452",Marvila,Com garagem
158,158,"Apartamento T3 em Alvalade, Lisboa",590.000 €,3 quartos,Área bruta 130 m²,"38,759571","-9,137633",Alvalade, 
159,159,"Apartamento T3 Duplex em Calçada da Tapada, Alcântara, Lisboa",970.000 €,3 quartos,Área bruta 149 m²,"38,7058842","-9,1849423",Alcântara,"Com elevador, Com garagem"
160,160,"Apartamento T2 Duplex na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,2 quartos,Área bruta 79 m²,"38,74657","-9,17989",São Domingos de Benfica, 
161,161,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",810.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
