,id,title,price,num_rooms,total_area,latitude,longitude,region,extras
672,672,"Apartamento T3 na Rua de Campolide, Campolide, Lisboa",2.000.000 €,3 quartos,Área bruta 148 m²,"38,73068","-9,16272",Campolide, 
673,673,"Apartamento T2 em Estrela, Lisboa",1.180.000 €,2 quartos,Área bruta 111 m²,"38,7085055057","-9,1606452803",Estrela,Com elevador
674,674,"Apartamento T3 em Misericórdia, Lisboa",1.250.000 €,3 quartos,Área bruta 219 m²,"38,7110094","-9,1495629",Misericórdia,"Rés do chão, Com elevador"
675,675,"Apartamento T1 em Travessa do Rosário a Santa Clara, São Vicente, Lisboa",210.000 €,1 quarto,Área bruta 35 m²,"38,7169174791","-9,1258337459",São Vicente, 
676,676,"Apartamento T2+1 na Avenida Infante Santo, Estrela, Lisboa",985.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,Com elevador
677,677,"Duplex T1 na Rua Tenente Espanca, Avenidas Novas, Lisboa",990.000 €,1 quarto,Área bruta 122 m²,"38,73951","-9,15533",Avenidas Novas,"Com elevador, Com garagem"
679,679,"Apartamento T3 Triplex na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",255.000 €,3 quartos,Área bruta 76 m²,"38,74445","-9,17845",São Domingos de Benfica, 
680,680,"Apartamento T1 em Arroios, Lisboa",427.000 €,1 quarto,Área bruta 68 m²,"38,7316458","-9,1375968",Arroios,Com elevador
681,681,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",490.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,Com elevador
682,682,"Apartamento T2 em Campo de Ourique, Lisboa",400.000 €,2 quartos,Área bruta 88 m²,"38,719224","-9,1663869193",Campo de Ourique, 
683,683,"Apartamento T2+1 na Avenida Infante Santo, Estrela, Lisboa",880.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,Com elevador
684,684,"Apartamento T3 em Belém, Lisboa",1.200.000 €,3 quartos,Área bruta 161 m²,"38,6971","-9,224246",Belém, 
685,685,"Apartamento T2 em Alvalade, Lisboa",369.000 €,2 quartos,Área bruta 68 m²,"38,7430519","-9,1396267",Alvalade, 
686,686,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",399.000 €,1 quarto,Área bruta 49 m²,"38,70627","-9,16753",Estrela,Com elevador
687,687,"Apartamento T2 na Rua Angelina Vidal, Penha de França, Lisboa",299.900 €,2 quartos,Área bruta 52 m²,"38,72301","-9,13139",Penha de França, 
688,688,"Apartamento T1 em Estrada dos Arneiros, Benfica, Lisboa",269.900 €,1 quarto,Área bruta 44 m²,"38,75466","-9,198",Benfica, 
689,689,"Apartamento T1+1 em Travessa Nova de Dom Vasco, Ajuda, Lisboa",475.000 €,1 quarto,Área bruta 90 m²,"38,7045414","-9,1949173",Ajuda, 
690,690,"Apartamento T1 na Avenida da Liberdade, Santo António, Lisboa",1.100.000 €,1 quarto,Área bruta 87 m²,"38,720537","-9,145902",Santo António,"Com elevador, Com garagem"
691,691,"Apartamento T4 em Alvalade, Lisboa",935.000 €,4 quartos,Área bruta 183 m²,"38,753853","-9,1682288",Alvalade,"Com elevador, Com garagem"
692,692,"Apartamento T2 em Estrela, Lisboa",590.000 €,2 quartos,Área bruta 98 m²,"38,7055302","-9,1725873",Estrela,"Com elevador, Com garagem"
693,693,"Apartamento T1 em Misericórdia, Lisboa",300.000 €,1 quarto,Área bruta 35 m²,"38,709934899","-9,1466626525",Misericórdia, 
694,694,"Apartamento T2 em Olivais, Lisboa",285.000 €,2 quartos,Área bruta 53 m²,"38,774804","-9,114948",Olivais, 
695,695,"Apartamento T3 na Rua do Desterro, Arroios, Lisboa",945.000 €,3 quartos,Área bruta 142 m²,"38,7197221","-9,1368962",Arroios,Com elevador
696,696,"Apartamento T2 na Rua do Vale de Santo António, São Vicente, Lisboa",399.900 €,2 quartos,Área bruta 61 m²,"38,71779","-9,12244",São Vicente, 
697,697,"Apartamento T2 na Rua das Laranjeiras, São Domingos de Benfica, Lisboa",349.900 €,2 quartos,Área bruta 72 m²,"38,74677","-9,169",São Domingos de Benfica, 
698,698,"Apartamento T2 em Ajuda, Lisboa",395.000 €,2 quartos,Área bruta 109 m²,"38,7039446","-9,1915804",Ajuda,Com garagem
699,699,"Duplex T3 Duplex em Santa Maria Maior, Lisboa",850.000 €,3 quartos,Área bruta 138 m²,"38,7104779","-9,1321315",Santa Maria Maior, 
700,700,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",550.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,Com elevador
701,701,"Duplex T1 Duplex na Rua Luz Soriano, Misericórdia, Lisboa",310.000 €,1 quarto,Área bruta 56 m²,"38,71243","-9,14568",Misericórdia, 
702,702,"Apartamento T1 em Ajuda, Lisboa",385.000 €,1 quarto,Área bruta 88 m²,"38,7028423","-9,196568",Ajuda, 
703,703,"Apartamento T1 na Rua B do Pual, Lumiar, Lisboa",400.000 €,1 quarto,Área bruta 65 m²,"38,7763688819","-9,1569328308",Lumiar,Com elevador
704,704,"Apartamento T2 Triplex em São Vicente, Lisboa",750.000 €,2 quartos,Área bruta 134 m²,"38,717168","-9,126775",São Vicente,Com elevador
705,705,"Apartamento T1 em Estrela, Lisboa",399.000 €,1 quarto,Área bruta 49 m²,"38,70627","-9,16753",Estrela, 
706,706,"Apartamento T2+1 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,2 quartos,Área bruta 76 m²,"38,74657","-9,17989",São Domingos de Benfica, 
707,707,"Apartamento T1 em Estrela, Lisboa",410.000 €,1 quarto,Área bruta 56 m²,"38,709107","-9,166792",Estrela,"Piscina, Com elevador, Com garagem"
708,708,"Apartamento T2+1 na Rua Damasceno Monteiro, Arroios, Lisboa",350.000 €,2 quartos,Área bruta 84 m²,"38,71947","-9,13328",Arroios, 
709,709,"Apartamento T2 na Rua do Vale de Santo António, São Vicente, Lisboa",399.900 €,2 quartos,Área bruta 47 m²,"38,71779","-9,12244",São Vicente, 
711,711,"Apartamento T2+1 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,2 quartos,Área bruta 76 m²,"38,74657","-9,17989",São Domingos de Benfica, 
712,712,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",430.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,Com elevador
713,713,"Apartamento T1 em Penha de França, Lisboa",215.000 €,1 quarto,Área bruta 43 m²,"38,723564","-9,128812",Penha de França, 
714,714,"Apartamento T2 na Rua da Glória, Santo António, Lisboa",995.000 €,2 quartos,Área bruta 109 m²,"38,7163","-9,14358",Santo António,Rés do chão
715,715,"Apartamento T1 na Avenida Duque de Loulé, Santo António, Lisboa",680.000 €,1 quarto,Área útil 72 m²,"38,72711","-9,14671",Santo António,Piscina
716,716,"Apartamento T5 em Alvalade, Lisboa",1.500.000 €,5 quartos,Área bruta 242 m²,"38,7490068066","-9,1415922745",Alvalade,Com elevador
717,717,"Duplex T3 Duplex em Travessa Henrique Cardoso, Alvalade, Lisboa",698.000 €,3 quartos,Área bruta 145 m²,"38,74574","-9,14256",Alvalade, 
718,718,"Flat T2 na Avenida Óscar Monteiro Torres, Areeiro, Lisboa",510.000 €,2 quartos,Área bruta 90 m²,"38,74354","-9,14025",Areeiro,Com elevador
719,719,"Apartamento T2 em Campolide, Lisboa",675.000 €,2 quartos,Área bruta 127 m²,"38,72797","-9,1628",Campolide, 
720,720,"Apartamento T1 em Calçada de Santo Amaro, Alcântara, Lisboa",550.000 €,1 quarto,Área bruta 72 m²,"38,70294","-9,18567",Alcântara, 
721,721,"Apartamento T2 em São Vicente, Lisboa",299.000 €,2 quartos,Área útil 71 m²,"38,71917","-9,12169",São Vicente, 
722,722,"Apartamento T1 em Travessa da Horta Navia, Estrela, Lisboa",495.000 €,1 quarto,Área bruta 64 m²,"38,7097","-9,17223",Estrela,Com elevador
723,723,"Apartamento T2 na Rua Angelina Vidal, Penha de França, Lisboa",299.900 €,2 quartos,Área bruta 80 m²,"38,72301","-9,13139",Penha de França, 
724,724,"Apartamento T1 em Largo Rafael Bordalo Pinheiro, Santa Maria Maior, Lisboa",800.000 €,1 quarto,Área útil 50 m²,"38,71145","-9,14186",Santa Maria Maior, 
725,725,"Apartamento T2 na Rua do Vale de Santo António, São Vicente, Lisboa",399.900 €,2 quartos,Área bruta 60 m²,"38,71779","-9,12244",São Vicente, 
726,726,"Apartamento T2 na Avenida Dom João II, Parque das Nações, Lisboa",575.000 €,2 quartos,Área bruta 143 m²,"38,78083","-9,09829",Parque das Nações,"Com elevador, Com garagem"
727,727,"Apartamento T3 na Rua das Laranjeiras, São Domingos de Benfica, Lisboa",419.900 €,3 quartos,Área bruta 70 m²,"38,74677","-9,169",São Domingos de Benfica, 
728,728,"Apartamento T2 em Santo António, Lisboa",1.200.000 €,2 quartos,Área bruta 112 m²,"38,72151","-9,1451",Santo António,"Com elevador, Com garagem"
729,729,"Apartamento T3 em Marvila, Lisboa",217.500 €,3 quartos,Área útil 85 m²,"38,74761","-9,11301",Marvila, 
731,731,"Apartamento T1 em Estrela, Lisboa",550.000 €,1 quarto,Área bruta 56 m²,"38,709107","-9,166792",Estrela,"Piscina, Com elevador, Com garagem"
732,732,"Apartamento T4 na Rua Capitão Afonso Pala, Estrela, Lisboa",1.245.000 €,4 quartos,Área bruta 171 m²,"38,70971","-9,17162",Estrela,"Com elevador, Com garagem"
733,733,"Apartamento T2 na Rua do Paraíso, São Vicente, Lisboa",375.000 €,2 quartos,Área bruta 50 m²,"38,71385","-9,12486",São Vicente, 
734,734,"Apartamento T2 em Campolide, Lisboa",888.000 €,2 quartos,Área bruta 161 m²,"38,7284259522","-9,1625190093",Campolide,Com garagem
735,735,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",530.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,Com elevador
736,736,"Apartamento T3 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 121 m²,"38,74657","-9,17989",São Domingos de Benfica, 
737,737,"Apartamento T4 em Passeio do Báltico, Parque das Nações, Lisboa",795.000 €,4 quartos,Área bruta 180 m²,"38,765919553","-9,0987117405",Parque das Nações,"Com elevador, Com garagem"
738,738,"Apartamento T2 na Rua Aliança Operária, Alcântara, Lisboa",290.000 €,2 quartos,Área bruta 66 m²,"38,703756","-9,190872",Alcântara, 
739,739,"Apartamento T1 na Rua do Reno, Parque das Nações, Lisboa",340.000 €,1 quarto,Área bruta 56 m²,"38,78915","-9,09865",Parque das Nações,"Com elevador, Com garagem"
740,740,"Apartamento T1 em Estrada de Benfica, São Domingos de Benfica, Lisboa",279.900 €,1 quarto,Área útil 50 m²,"38,74487","-9,17992",São Domingos de Benfica,"Com elevador, Com garagem"
741,741,"Duplex T2 em Paço da Rainha, Arroios, Lisboa",880.000 €,2 quartos,Área bruta 135 m²,"38,7231083","-9,1379312",Arroios,"Piscina, Com elevador, Com garagem"
742,742,"Apartamento T3 na Avenida Dom João II, Parque das Nações, Lisboa",1.900.000 €,3 quartos,Área bruta 166 m²,"38,7738799","-9,0975189",Parque das Nações,"Com elevador, Com garagem"
743,743,"Apartamento T4+3 em Campo de Ourique, Lisboa",2.255.000 €,4 quartos,Área bruta 320 m²,"38,71698","-9,15516",Campo de Ourique,De luxo
744,744,"Casa Geminada T4 na Rua de Santo António A Belém, Belém, Lisboa",450.000 €,4 quartos,Área bruta 140 m²,"38,70462","-9,20286",Belém, 
745,745,"Apartamento T2+1 em Estrela, Lisboa",985.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela, 
746,746,"Apartamento T3 na Avenida 5 de Outubro, Alvalade, Lisboa",1.320.000 €,3 quartos,Área bruta 121 m²,"38,74838","-9,15066",Alvalade,Com elevador
747,747,"Apartamento T1 em Largo Rafael Bordalo Pinheiro, Santa Maria Maior, Lisboa",650.000 €,1 quarto,Área útil 50 m²,"38,71145","-9,14186",Santa Maria Maior, 
749,749,"Apartamento T3 em Avenidas Novas, Lisboa",845.000 €,3 quartos,Área bruta 135 m²,"38,7410675","-9,1486551",Avenidas Novas,"Com elevador, Com garagem"
750,750,"Apartamento T4 em Campolide, Lisboa",1.100.000 €,4 quartos,Área bruta 165 m²,"38,730076","-9,161457",Campolide, 
751,751,"Apartamento T4 na Rua Manuel da Fonseca, São Domingos de Benfica, Lisboa",1.080.000 €,4 quartos,Área bruta 185 m²,"38,7495826553","-9,1694732988",São Domingos de Benfica,Com elevador
752,752,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",510.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,Com elevador
754,754,"Apartamento T1 em Campo de Ourique, Lisboa",185.000 €,1 quarto,Área bruta 30 m²,"38,7199505","-9,1645782",Campo de Ourique, 
755,755,"Apartamento T4+1 na Rua Eduardo Coelho, Misericórdia, Lisboa",1.250.000 €,4 quartos,Área bruta 160 m²,"38,71457","-9,14909",Misericórdia, 
756,756,"Apartamento T2 na Rua da Beneficência, Avenidas Novas, Lisboa",266.000 €,2 quartos,Área bruta 80 m²,"38,74469","-9,15834",Avenidas Novas, 
757,757,"Apartamento T1 em Travessa da Horta Navia, Estrela, Lisboa",405.000 €,1 quarto,Área bruta 58 m²,"38,7097","-9,17223",Estrela,Com elevador
758,758,"Apartamento T3 em Santa Maria Maior, Lisboa",425.000 €,3 quartos,Área útil 110 m²,"38,7134587","-9,1346114",Santa Maria Maior, 
759,759,"Apartamento T5 em São Vicente, Lisboa",450.000 €,5 quartos,Área bruta 108 m²,"38,71803","-9,12184",São Vicente, 
760,760,"Apartamento T3 em Carnide, Lisboa",699.000 €,3 quartos,Área bruta 169 m²,"38,7620412734","-9,1798848176",Carnide, 
761,761,"Moradia T9 Duplex na Rua do Sítio Ao Casalinho da Ajuda, Ajuda, Lisboa",595.500 €,9 quartos,Área bruta 96 m²,"38,71141","-9,1921",Ajuda, 
762,762,"Apartamento T3 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 80 m²,"38,74657","-9,17989",São Domingos de Benfica, 
763,763,"Apartamento T1 na Rua dos Arneiros, Benfica, Lisboa",269.900 €,1 quarto,Área bruta 82 m²,"38,75171","-9,2009",Benfica, 
764,764,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",349.900 €,2 quartos,Área bruta 78 m²,"38,74657","-9,17989",São Domingos de Benfica, 
765,765,"Apartamento T2+1 na Avenida Infante Santo, Estrela, Lisboa",880.000 €,2 quartos,Área bruta 116 m²,"38,70912","-9,16602",Estrela,Com elevador
766,766,"Apartamento T2 em Penha de França, Lisboa",299.900 €,2 quartos,Área bruta 51 m²,"38,72301","-9,13139",Penha de França,Com elevador
767,767,"Apartamento T3 Triplex na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",255.000 €,3 quartos,Área bruta 81 m²,"38,74445","-9,17845",São Domingos de Benfica,Com elevador
768,768,"Apartamento T1 em Benfica, Lisboa",279.900 €,1 quarto,Área bruta 42 m²,"38,7513188389","-9,2031721016",Benfica,"Com elevador, Com garagem"
769,769,"Apartamento T2 na Rua Angelina Vidal, São Vicente, Lisboa",395.000 €,2 quartos,Área bruta 60 m²,"38,72281","-9,13147",São Vicente,Com elevador
770,770,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",399.000 €,1 quarto,Área bruta 49 m²,"38,70627","-9,16753",Estrela,Com elevador
771,771,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",349.900 €,2 quartos,Área bruta 78 m²,"38,74657","-9,17989",São Domingos de Benfica,Rés do chão
772,772,"Apartamento T1 em Ajuda, Lisboa",435.000 €,1 quarto,Área bruta 90 m²,"38,7027875","-9,1965233",Ajuda, 
773,773,"Moradia T4 na Rua Comandante Augusto Cardoso, Benfica, Lisboa",595.000 €,4 quartos,Área bruta 94 m²,"38,74597","-9,20766",Benfica, 
774,774,"Apartamento T2 em Estrela, Lisboa",780.000 €,2 quartos,Área bruta 116 m²,"38,709107","-9,166792",Estrela,"Piscina, Com elevador, Com garagem"
775,775,"Apartamento T5 em Avenidas Novas, Lisboa",755.000 €,5 quartos,Área bruta 164 m²,"38,736777","-9,15082",Avenidas Novas,Com elevador
776,776,"Apartamento T2 em Estrada de Benfica, Benfica, Lisboa",299.500 €,2 quartos,Área bruta 70 m²,"38,75237","-9,20599",Benfica, 
777,777,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",560.000 €,1 quarto,Área bruta 58 m²,"38,70627","-9,16753",Estrela,Com elevador
778,778,"Apartamento T2 na Avenida de Madrid, Areeiro, Lisboa",690.000 €,2 quartos,Área bruta 120 m²,"38,7435997","-9,1348541",Areeiro,"Rés do chão, Com elevador"
779,779,"Apartamento T1 em Travessa Fábrica das Sedas, Santo António, Lisboa",620.000 €,1 quarto,Área útil 67 m²,"38,72198","-9,15463",Santo António,Com elevador
780,780,"Apartamento T2+1 na Avenida Infante Santo, Estrela, Lisboa",780.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,Com elevador
781,781,"Apartamento T1 na Avenida da Peregrinação, Parque das Nações, Lisboa",495.000 €,1 quarto,Área bruta 93 m²,"38,78163","-9,0965",Parque das Nações,Com elevador
782,782,"Moradia T3 na Rua de São Boaventura, Misericórdia, Lisboa",780.000 €,3 quartos,Área bruta 110 m²,"38,71456","-9,14629",Misericórdia, 
783,783,"Apartamento T1 em Penha de França, Lisboa",395.000 €,1 quarto,Área bruta 95 m²,"38,722179","-9,11584",Penha de França, 
784,784,"Apartamento T3 na Rua Vieira Portuense, Belém, Lisboa",510.000 €,3 quartos,Área bruta 88 m²,"38,69697","-9,20259",Belém, 
785,785,"Apartamento T1 em Avenidas Novas, Lisboa",700.000 €,1 quarto,Área bruta 120 m²,"38,72985","-9,151367",Avenidas Novas,Com garagem
786,786,"Apartamento T1 em Santa Maria Maior, Lisboa",154.900 €,1 quarto,Área bruta 30 m²,"38,714607","-9,135921",Santa Maria Maior, 
787,787,"Apartamento T3 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 79 m²,"38,74649","-9,17903",São Domingos de Benfica, 
788,788,"Apartamento T1 em Estrela, Lisboa",560.000 €,1 quarto,Área bruta 58 m²,"38,709107","-9,166792",Estrela,"Piscina, Com elevador, Com garagem"
789,789,"Apartamento T1 na Rua Morais Soares, Penha de França, Lisboa",299.900 €,1 quarto,Área útil 51 m²,"38,73165","-9,12782",Penha de França,Com elevador
790,790,"Moradia T5 em Alvalade, Lisboa",760.000 €,5 quartos,Área bruta 221 m²,"38,7463374","-9,1342398",Alvalade, 
791,791,"Apartamento T2+1 na Avenida Infante Santo, Estrela, Lisboa",950.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,Com elevador
792,792,"Apartamento T2 em Largo de Santo António da Sé, Santa Maria Maior, Lisboa",790.000 €,2 quartos,Área bruta 72 m²,"38,70998","-9,13432",Santa Maria Maior, 
793,793,"Apartamento T3 em Alcântara, Lisboa",390.000 €,3 quartos,Área bruta 75 m²,"38,706299","-9,189044",Alcântara, 
794,794,"Apartamento T3 na Avenida Infante Santo, Estrela, Lisboa",995.000 €,3 quartos,Área bruta 148 m²,"38,70627","-9,16753",Estrela,Com elevador
796,796,"Apartamento T2 na Rua General Justiniano Padrel, São Vicente, Lisboa",350.000 €,2 quartos,Área bruta 100 m²,"38,72142","-9,12294",São Vicente, 
797,797,"Apartamento T4 em Calçada da Cruz da Pedra, Penha de França, Lisboa",2.250.000 €,4 quartos,Área bruta 315 m²,"38,72183","-9,11607",Penha de França,"De luxo, Piscina, Com elevador, Com garagem"
799,799,"Apartamento T2 na Rua do Conde de Monsaraz, Penha de França, Lisboa",350.000 €,2 quartos,Área bruta 125 m²,"38,7273","-9,12935",Penha de França, 
800,800,"Apartamento T3 em Arroios, Lisboa",400.000 €,3 quartos,Área bruta 90 m²,"38,7269857","-9,133722",Arroios, 
801,801,"Apartamento T3 na Rua Doutor João de Barros, Benfica, Lisboa",399.900 €,3 quartos,Área bruta 70 m²,"38,75368","-9,19953",Benfica, 
802,802,"Apartamento T1 em Praça Restauradores, Santa Maria Maior, Lisboa",620.000 €,1 quarto,Área bruta 55 m²,"38,71494","-9,14163",Santa Maria Maior,Com elevador
803,803,"Moradia T10 na Avenida Almirante Gago Coutinho, Alvalade, Lisboa",2.500.000 €,10 quartos,Área bruta 478 m²,"38,76028","-9,12953",Alvalade,"De luxo, Com garagem"
804,804,"Apartamento T2+1 na Rua da Rosa, Misericórdia, Lisboa",425.000 €,2 quartos,Área bruta 90 m²,"38,71333","-9,14553",Misericórdia, 
805,805,"Apartamento T1 na Rua das Laranjeiras, São Domingos de Benfica, Lisboa",349.900 €,1 quarto,Área bruta 44 m²,"38,74677","-9,169",São Domingos de Benfica,Rés do chão
806,806,"Apartamento T2+1 na Avenida Infante Santo, Estrela, Lisboa",915.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,Com elevador
807,807,"Apartamento T2+1 em Estrela, Lisboa",915.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela, 
808,808,"Apartamento T3 em Marvila, Lisboa",217.500 €,3 quartos,Área bruta 77 m²,"38,74761","-9,11301",Marvila,Com elevador
809,809,"Apartamento T4 em Belém, Lisboa",1.900.000 €,4 quartos,Área bruta 290 m²,"38,710654","-9,207782",Belém,"Vista para mar, Com elevador, Com garagem"
810,810,"Apartamento T2 na Rua de São Bento, Santo António, Lisboa",875.000 €,2 quartos,Área bruta 110 m²,"38,7173678","-9,155056",Santo António,Com elevador
811,811,"Apartamento T4 em Santo António, Lisboa",2.100.000 €,4 quartos,Área bruta 238 m²,"38,72745","-9,14511",Santo António,"De luxo, Com elevador, Com garagem"
812,812,"Apartamento T1 em Estrela, Lisboa",550.000 €,1 quarto,Área bruta 55 m²,"38,70627","-9,16753",Estrela, 
813,813,"Apartamento T1 em São Vicente, Lisboa",240.000 €,1 quarto,Área bruta 38 m²,"38,717289","-9,119668",São Vicente, 
814,814,"Apartamento T2 na Rua Angelina Vidal, Penha de França, Lisboa",299.900 €,2 quartos,Área útil 45 m²,"38,72145","-9,13031",Penha de França, 
815,815,"Apartamento T4 em Santo António, Lisboa",1.498.500 €,4 quartos,Área bruta 261 m²,"38,7232437","-9,145675",Santo António,Rés do chão
816,816,"Apartamento T3 na Rua Camilo Castelo Branco, Santo António, Lisboa",2.990.000 €,3 quartos,Área bruta 231 m²,"38,72491","-9,14772",Santo António,"De luxo, Com elevador, Com garagem"
817,817,"Apartamento T2+1 na Avenida Infante Santo, Estrela, Lisboa",915.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,Com elevador
819,819,"Apartamento T2 em São Vicente, Lisboa",429.000 €,2 quartos,Área bruta 127 m²,"38,717047","-9,1209197",São Vicente,Com elevador
820,820,"Apartamento T2 em Travessa da Horta Navia, Estrela, Lisboa",690.000 €,2 quartos,Área bruta 110 m²,"38,7097","-9,17223",Estrela,Com elevador
821,821,"Apartamento T2 na Avenida de Madrid, Areeiro, Lisboa",860.000 €,2 quartos,Área bruta 127 m²,"38,7435997","-9,1348541",Areeiro,Com elevador
822,822,"Apartamento T4 em Belém, Lisboa",1.800.000 €,4 quartos,Área bruta 290 m²,"38,710654","-9,207782",Belém,"Vista para mar, Com elevador, Com garagem"
823,823,"Apartamento T4 em Santo António, Lisboa",1.390.000 €,4 quartos,Área bruta 188 m²,"38,72479","-9,1557",Santo António,Com elevador
824,824,"Apartamento T2 em Travessa da Horta Navia, Estrela, Lisboa",750.000 €,2 quartos,Área bruta 95 m²,"38,7097","-9,17223",Estrela,Com elevador
825,825,"Apartamento T2 em Calçada da Memória, Ajuda, Lisboa",540.000 €,2 quartos,Área bruta 90 m²,"38,7039947561","-9,2020046711",Ajuda,Rés do chão
826,826,"Moradia T5 Triplex em Lumiar, Lisboa",990.000 €,5 quartos,Área bruta 276 m²,"38,76144","-9,17103",Lumiar, 
827,827,"Apartamento T1+1 na Rua das Laranjeiras, São Domingos de Benfica, Lisboa",349.900 €,1 quarto,Área bruta 44 m²,"38,74677","-9,169",São Domingos de Benfica,Rés do chão
828,828,"Apartamento T3 na Rua Ferreira Borges, Campo de Ourique, Lisboa",799.000 €,3 quartos,Área bruta 141 m²,"38,71607","-9,16383",Campo de Ourique,Com elevador
829,829,"Apartamento T2 na Avenida Praia da Vitória, Arroios, Lisboa",865.000 €,2 quartos,Área bruta 116 m²,"38,73382","-9,14371",Arroios, 
830,830,"Apartamento T2 em Arroios, Lisboa",759.000 €,2 quartos,Área bruta 100 m²,"38,728157","-9,144639",Arroios,"Com elevador, Com garagem"
831,831,"Apartamento T1 em Campo de Ourique, Lisboa",375.000 €,1 quarto,Área bruta 60 m²,"38,715766","-9,172711",Campo de Ourique, 
832,832,"Moradia T4 em Santo António, Lisboa",2.500.000 €,4 quartos,Área bruta 244 m²,"38,7215584018","-9,1551867127",Santo António,"De luxo, Com garagem"
833,833,"Penthouse T3 na Rua Camilo Castelo Branco, Santo António, Lisboa",2.800.000 €,3 quartos,Área útil 233 m²,"38,72491","-9,14772",Santo António,"De luxo, Com garagem"
834,834,"Apartamento T1 na Rua Canto da Maya, Campolide, Lisboa",550.000 €,1 quarto,Área bruta 63 m²,"38,7373789756","-9,1683963189",Campolide,"Com elevador, Com garagem"
835,835,"Apartamento T3 na Rua das Laranjeiras, São Domingos de Benfica, Lisboa",419.900 €,3 quartos,Área útil 80 m²,"38,74677","-9,169",São Domingos de Benfica, 
836,836,"Apartamento T2 na Rua Cidade de Nova Lisboa, Olivais, Lisboa",320.000 €,2 quartos,Área bruta 95 m²,"38,76703","-9,11217",Olivais, 
837,837,"Apartamento T5 em Avenidas Novas, Lisboa",1.470.000 €,5 quartos,Área bruta 228 m²,"38,7410926","-9,1471513",Avenidas Novas,Com garagem
838,838,"Apartamento T2 na Rua do Vale de Santo António, São Vicente, Lisboa",399.900 €,2 quartos,Área bruta 60 m²,"38,71779","-9,12244",São Vicente, 
839,839,"Apartamento T2 na Rua Almeida e Sousa, Campo de Ourique, Lisboa",580.000 €,2 quartos,Área bruta 131 m²,"38,71728","-9,1682",Campo de Ourique, 
840,840,"Apartamento T3 em São Vicente, Lisboa",349.000 €,3 quartos,Área bruta 91 m²,"38,71349","-9,12866",São Vicente, 
842,842,"Apartamento T5 em Arroios, Lisboa",750.000 €,5 quartos,Área útil 200 m²,"38,7246144816","-9,1378078568",Arroios, 
843,843,"Apartamento T3 na Rua Doutor João de Barros, Benfica, Lisboa",399.900 €,3 quartos,Área bruta 80 m²,"38,75451","-9,1985",Benfica,Com elevador
844,844,"Apartamento T3 na Avenida 5 de Outubro, Alvalade, Lisboa",1.040.000 €,3 quartos,Área bruta 133 m²,"38,74838","-9,15066",Alvalade,Com elevador
845,845,"Apartamento T4 em Parque das Nações, Lisboa",795.000 €,4 quartos,Área bruta 152 m²,"38,765919553","-9,0987117405",Parque das Nações,Com elevador
846,846,"Apartamento T5 na Rua Canto da Maya, Campolide, Lisboa",4.200.000 €,5 quartos,Área útil 318 m²,"38,7388","-9,16836",Campolide,"De luxo, Piscina, Rés do chão"
847,847,"Duplex T2 em Campo Grande, Alvalade, Lisboa",895.000 €,2 quartos,Área bruta 145 m²,"38,7488151","-9,1487613",Alvalade,"Piscina, Com elevador"
848,848,"Apartamento T1 em Estrada de Benfica, São Domingos de Benfica, Lisboa",289.900 €,1 quarto,Área útil 45 m²,"38,74487","-9,17992",São Domingos de Benfica,"Com elevador, Com garagem"
