,id,title,price,num_rooms,total_area,latitude,longitude,region,extras
0,0,"Apartamento T1 em Benfica, Lisboa",269.900 €,1 quarto,Área bruta 97 m²,"38,75171","-9,2009",Benfica, 
1,1,"Apartamento T2 em Alvalade, Lisboa",430.000 €,2 quartos,Área bruta 90 m²,"38,7457392","-9,1425898",Alvalade, 
2,2,"Apartamento T3 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 120 m²,"38,74657","-9,17989",São Domingos de Benfica, 
3,3,"Apartamento T4+1 na Rua de São Paulo, Misericórdia, Lisboa",1.650.000 €,4 quartos,Área útil 233 m²,"38,70794","-9,14468",Misericórdia,"Com elevador, Com garagem"
4,4,"Apartamento T1 em Praça de Luís de Camões, Misericórdia, Lisboa",690.000 €,1 quarto,Área bruta 93 m²,"38,71078","-9,14385",Misericórdia,Com garagem
5,5,"Apartamento T5 na Rua Sousa Pinto, Santo António, Lisboa",3.950.000 €,5 quartos,Área bruta 416 m²,"38,7234746455","-9,1581178942",Santo António,"De luxo, Com garagem"
6,6,"Apartamento T2 na Rua de São Pedro Mártir, Santa Maria Maior, Lisboa",285.000 €,2 quartos,Área bruta 55 m²,"38,71471","-9,13582",Santa Maria Maior, 
7,7,"Apartamento T2+1 em Calçada do Combro, Misericórdia, Lisboa",1.800.000 €,2 quartos,Área bruta 234 m²,"38,71101","-9,14865",Misericórdia,"Com elevador, Com garagem"
8,8,"Apartamento T9 na Rua de Santa Marta, Santo António, Lisboa",1.500.000 €,9 quartos,Área bruta 290 m²,"38,72401","-9,14598",Santo António,Com elevador
9,9,"Moradia T4+1 em Largo do Mastro, Arroios, Lisboa",2.390.000 €,4 quartos,Área bruta 262 m²,"38,72141","-9,13855",Arroios,"De luxo, Com garagem"
10,10,"Apartamento T5 na Avenida Miguel Torga, Campolide, Lisboa",2.200.000 €,5 quartos,Área bruta 336 m²,"38,73108","-9,16051",Campolide,"De luxo, Com elevador, Com garagem"
11,11,"Apartamento T4 em Arroios, Lisboa",375.000 €,4 quartos,Área bruta 90 m²,"38,72411","-9,13463",Arroios, 
12,12,"Apartamento T3 na Rua do Ferragial, Misericórdia, Lisboa",2.450.000 €,3 quartos,Área bruta 264 m²,"38,70762","-9,14239",Misericórdia,"De luxo, Com garagem"
13,13,"Apartamento T1+1 na Rua da Silva, Misericórdia, Lisboa",310.000 €,1 quarto,Área bruta 60 m²,"38,70935","-9,15253",Misericórdia, 
14,14,"Moradia T5 na Rua das Pedras Negras, Santa Maria Maior, Lisboa",8.200.000 €,5 quartos,Área bruta 874 m²,"38,71019","-9,13348",Santa Maria Maior,"De luxo, Com garagem"
15,15,"Apartamento T1+2 na Rua Cecílio de Sousa, Misericórdia, Lisboa",320.000 €,1 quarto,Área bruta 68 m²,"38,7160237","-9,1500739",Misericórdia,Rés do chão
16,16,"Apartamento T2+1 em Arroios, Lisboa",250.000 €,2 quartos,Área útil 88 m²,"38,7321733","-9,1350438",Arroios,Com elevador
17,17,"Apartamento T2 Duplex em Calçada da Ajuda, Ajuda, Lisboa",325.000 €,2 quartos,Área bruta 48 m²,"38,70531","-9,19939",Ajuda, 
18,18,"Apartamento T2 Duplex em Estrela, Lisboa",490.000 €,2 quartos,Área bruta 90 m²,"38,7061891","-9,1616014",Estrela, 
19,19,"Apartamento T3 em Benfica, Lisboa",359.000 €,3 quartos,Área bruta 110 m²,"38,7506416203","-9,1987098542",Benfica, 
21,21,"Apartamento T2 na Rua Gregório Lopes, Belém, Lisboa",488.000 €,2 quartos,Área bruta 102 m²,"38,7116286","-9,2137529",Belém,"Com elevador, Com garagem"
22,22,"Apartamento T3 em Estrela, Lisboa",1.170.000 €,3 quartos,Área útil 142 m²,"38,7056727","-9,1691901",Estrela,"Com elevador, Com garagem"
23,23,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,2 quartos,Área bruta 76 m²,"38,74657","-9,17989",São Domingos de Benfica, 
24,24,"Apartamento T3 em Arroios, Lisboa",495.000 €,3 quartos,Área bruta 119 m²,"38,7328921","-9,1341885",Arroios, 
25,25,"Apartamento T3 na Rua Joaquim Casimiro, Estrela, Lisboa",1.900.000 €,3 quartos,Área bruta 160 m²,"38,70501","-9,16721",Estrela, 
26,26,"Apartamento T1 na Rua Passos Manuel, Arroios, Lisboa",339.000 €,1 quarto,Área bruta 54 m²,"38,73121","-9,13677",Arroios,Com elevador
27,27,"Apartamento T7 em Avenidas Novas, Lisboa",1.500.000 €,7 quartos,Área bruta 302 m²,"38,7363924","-9,1451395",Avenidas Novas,Com elevador
28,28,"Apartamento T1 na Rua dos Arneiros, Benfica, Lisboa",269.900 €,1 quarto,Área bruta 44 m²,"38,75171","-9,2009",Benfica, 
29,29,"Apartamento T2 na Rua Presidente Arriaga, Estrela, Lisboa",950.000 €,2 quartos,Área bruta 150 m²,"38,70438","-9,16618",Estrela,"Com elevador, Com garagem"
30,30,"Apartamento T3 em Lumiar, Lisboa",995.000 €,3 quartos,Área bruta 168 m²,"38,76063","-9,17393",Lumiar,"Piscina, Com elevador, Com garagem"
31,31,"Apartamento T2 Duplex em Estrela, Lisboa",490.000 €,2 quartos,Área bruta 70 m²,"38,7061891","-9,1616014",Estrela,Rés do chão
32,32,"Apartamento T1 em Estrada de Benfica, São Domingos de Benfica, Lisboa",279.900 €,1 quarto,Área bruta 49 m²,"38,74487","-9,17992",São Domingos de Benfica,Com elevador
34,34,"Apartamento T1 na Rua dos Arneiros, Benfica, Lisboa",269.900 €,1 quarto,Área bruta 44 m²,"38,75171","-9,2009",Benfica, 
35,35,"Apartamento T2 na Avenida de Berna, Avenidas Novas, Lisboa",495.000 €,2 quartos,Área bruta 70 m²,"38,7394789","-9,1520223",Avenidas Novas,Com elevador
36,36,"Moradia T3 Triplex em Belém, Lisboa",1.400.000 €,3 quartos,Área bruta 230 m²,"38,6979033995","-9,1952884197",Belém, 
37,37,"Apartamento T2 na Rua do Mirante, São Vicente, Lisboa",299.000 €,2 quartos,Área bruta 60 m²,"38,71681","-9,12154",São Vicente, 
38,38,"Penthouse T3+1 na Rua José Maria Nicolau, São Domingos de Benfica, Lisboa",1.290.000 €,3 quartos,Área bruta 191 m²,"38,7553","-9,18206",São Domingos de Benfica,"Vista para mar, Com elevador, Com garagem"
39,39,"Moradia T6 em Misericórdia, Lisboa",1.800.000 €,6 quartos,Área bruta 426 m²,"38,7113638","-9,1476538",Misericórdia, 
41,41,"Apartamento T2 na Rua Luz Soriano, Misericórdia, Lisboa",758.000 €,2 quartos,Área bruta 138 m²,"38,71193","-9,14586",Misericórdia,Com elevador
42,42,"Apartamento T3 na Rua Telhal Olivais, Marvila, Lisboa",1.080.000 €,3 quartos,Área útil 139 m²,"38,74727","-9,10117",Marvila,"Com elevador, Com garagem"
43,43,"Apartamento T3 em Parque das Nações, Lisboa",980.000 €,3 quartos,Área bruta 198 m²,"38,76273","-9,09786",Parque das Nações,Com elevador
44,44,"Apartamento T2 em Largo Conde de Ottolini, São Domingos de Benfica, Lisboa",318.000 €,2 quartos,Área bruta 85 m²,"38,74253","-9,17759",São Domingos de Benfica,Com elevador
45,45,"Apartamento T3 em Parque das Nações, Lisboa",1.590.000 €,3 quartos,Área bruta 130 m²,"38,77093","-9,09819",Parque das Nações,"Com elevador, Com garagem"
46,46,"Apartamento T3 Duplex na Rua Luz Soriano, Misericórdia, Lisboa",1.270.000 €,3 quartos,Área bruta 180 m²,"38,71193","-9,14586",Misericórdia,Com elevador
47,47,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",349.900 €,2 quartos,Área bruta 67 m²,"38,74657","-9,17989",São Domingos de Benfica,Rés do chão
48,48,"Apartamento T1 em Estrada de Benfica, Benfica, Lisboa",279.900 €,1 quarto,Área bruta 48 m²,"38,7520552","-9,2052859",Benfica,"Com elevador, Com garagem"
49,49,"Apartamento T4 em Campo de Ourique, Lisboa",840.000 €,4 quartos,Área bruta 134 m²,"38,72151","-9,1595",Campo de Ourique,Com elevador
50,50,"Moradia T4 em Campo de Ourique, Lisboa",995.000 €,4 quartos,Área bruta 286 m²,"38,7146255468","-9,1642905246",Campo de Ourique,"Piscina, Vista para mar, Com garagem"
51,51,"Apartamento T2 na Rua do Vale de Santo António, São Vicente, Lisboa",399.900 €,2 quartos,Área bruta 77 m²,"38,71779","-9,12244",São Vicente, 
52,52,"Apartamento T4 em Largo dos Stephens, Misericórdia, Lisboa",1.495.000 €,4 quartos,Área bruta 259 m²,"38,70786","-9,14405",Misericórdia,Com elevador
53,53,"Apartamento T3+1 em Praça Francisco Sá Carneiro, Areeiro, Lisboa",775.000 €,3 quartos,Área bruta 186 m²,"38,7383787875","-9,126318619",Areeiro,Com elevador
54,54,"Apartamento T2 na Rua das Laranjeiras, São Domingos de Benfica, Lisboa",399.900 €,2 quartos,Área bruta 65 m²,"38,74677","-9,169",São Domingos de Benfica, 
55,55,"Apartamento T2 na Rua do Vale de Santo António, São Vicente, Lisboa",399.900 €,2 quartos,Área bruta 77 m²,"38,71779","-9,12244",São Vicente, 
56,56,"Apartamento T3 em Areeiro, Lisboa",695.000 €,3 quartos,Área bruta 133 m²,"38,738144","-9,133503",Areeiro, 
57,57,"Apartamento T3 na Rua António Nobre, São Domingos de Benfica, Lisboa",429.900 €,3 quartos,Área bruta 87 m²,"38,74657","-9,17989",São Domingos de Benfica, 
58,58,"Apartamento T4 em Lumiar, Lisboa",1.737.000 €,4 quartos,Área útil 184 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
59,59,"Apartamento T4 em Lumiar, Lisboa",1.507.200 €,4 quartos,Área útil 182 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
60,60,"Apartamento T4 em Lumiar, Lisboa",1.682.000 €,4 quartos,Área útil 182 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
61,61,"Apartamento T4 em Lumiar, Lisboa",1.536.000 €,4 quartos,Área útil 182 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
62,62,"Apartamento T4 em Lumiar, Lisboa",1.932.000 €,4 quartos,Área útil 198 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
63,63,"Apartamento T3 em Santa Maria Maior, Lisboa",1.250.000 €,3 quartos,Área bruta 158 m²,"38,7103093","-9,1339418096",Santa Maria Maior, 
64,64,"Apartamento T4 em Lumiar, Lisboa",1.547.520 €,4 quartos,Área útil 186 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
65,65,"Apartamento T4 em Lumiar, Lisboa",1.856.000 €,4 quartos,Área útil 198 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
66,66,"Apartamento T1 na Rua Passos Manuel, Arroios, Lisboa",339.500 €,1 quarto,Área bruta 54 m²,"38,73121","-9,13677",Arroios, 
67,67,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",349.900 €,2 quartos,Área bruta 70 m²,"38,74657","-9,17989",São Domingos de Benfica,Rés do chão
68,68,"Apartamento T4 em Avenidas Novas, Lisboa",1.800.000 €,4 quartos,Área bruta 214 m²,"38,72876","-9,149471",Avenidas Novas, 
69,69,"Apartamento T4 em Lumiar, Lisboa",1.563.840 €,4 quartos,Área útil 182 m²,"38,7620097658","-9,1578005254",Lumiar,"Com elevador, Com garagem"
70,70,"Apartamento T4 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",255.000 €,4 quartos,Área bruta 79 m²,"38,74445","-9,17845",São Domingos de Benfica, 
71,71,"Apartamento T1 na Rua João Saraiva, Alvalade, Lisboa",560.000 €,1 quarto,Área bruta 63 m²,"38,75724","-9,14093",Alvalade,Com garagem
72,72,"Apartamento T3 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",235.000 €,3 quartos,Área bruta 67 m²,"38,74445","-9,17845",São Domingos de Benfica, 
73,73,"Apartamento T3 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",235.000 €,3 quartos,Área bruta 67 m²,"38,74445","-9,17845",São Domingos de Benfica, 
74,74,"Apartamento T2 em Estrela, Lisboa",835.000 €,2 quartos,Área útil 115 m²,"38,7056727","-9,1691901",Estrela,"Rés do chão, Com elevador, Com garagem"
75,75,"Apartamento T2 em Estrela, Lisboa",815.000 €,2 quartos,Área útil 103 m²,"38,7056727","-9,1691901",Estrela,"Rés do chão, Com elevador, Com garagem"
76,76,"Apartamento T2 em Estrela, Lisboa",920.000 €,2 quartos,Área útil 131 m²,"38,7056727","-9,1691901",Estrela,"Com elevador, Com garagem"
77,77,"Apartamento T2 em Estrela, Lisboa",845.000 €,2 quartos,Área útil 115 m²,"38,7056727","-9,1691901",Estrela,"Com elevador, Com garagem"
78,78,"Apartamento T1 na Rua do Vale de Santo António, São Vicente, Lisboa",299.900 €,1 quarto,Área bruta 65 m²,"38,71781","-9,12247",São Vicente,Rés do chão
79,79,"Apartamento T2 em Estrela, Lisboa",845.000 €,2 quartos,Área útil 112 m²,"38,7056727","-9,1691901",Estrela,"Com elevador, Com garagem"
80,80,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",540.000 €,1 quarto,Área bruta 60 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
82,82,"Penthouse T4 Duplex na Avenida 24 de Julho, Misericórdia, Lisboa",4.100.000 €,4 quartos,Área bruta 423 m²,"38,7065609249","-9,1481470246",Misericórdia,"Com elevador, Com garagem"
83,83,"Apartamento T2 em Beco do Mirante, São Vicente, Lisboa",299.000 €,2 quartos,Área bruta 60 m²,"38,71699","-9,12177",São Vicente, 
84,84,"Quinta T9 Triplex na Rua Sam Levy, Belém, Lisboa",7.500.000 €,9 quartos,Área bruta 3.527 m²,"38,7143767","-9,2148966",Belém,"De luxo, Com elevador, Com garagem"
85,85,"Apartamento T2 em Santo António, Lisboa",550.000 €,2 quartos,Área útil 115 m²,"38,72049","-9,14419",Santo António, 
86,86,"Apartamento T4 em Santa Maria Maior, Lisboa",4.800.000 €,4 quartos,Área útil 552 m²,"38,7127855","-9,1345458",Santa Maria Maior,De luxo
87,87,"Moradia T7 em Belém, Lisboa",7.000.000 €,7 quartos,Área bruta 600 m²,"38,7027256","-9,2131016",Belém,"De luxo, Piscina, Com garagem"
88,88,"Apartamento T4 Duplex na Rua Pereira Henriques, Marvila, Lisboa",1.445.000 €,4 quartos,Área bruta 299 m²,"38,74341","-9,102452",Marvila,"Rés do chão, Com garagem"
89,89,"Apartamento T1 na Rua Pereira Henriques, Marvila, Lisboa",560.000 €,1 quarto,Área bruta 101 m²,"38,74341","-9,102452",Marvila,Com garagem
90,90,"Apartamento T4 em Areeiro, Lisboa",1.575.000 €,4 quartos,Área bruta 310 m²,"38,74172","-9,13746",Areeiro,"Com elevador, Com garagem"
91,91,"Apartamento T3 em Parque das Nações, Lisboa",1.490.000 €,3 quartos,Área bruta 169 m²,"38,75761","-9,09583",Parque das Nações,Com elevador
92,92,"Apartamento T4 na Rua Dom Jorge da Costa, Belém, Lisboa",2.375.000 €,4 quartos,Área bruta 287 m²,"38,710654","-9,207782",Belém,"De luxo, Vista para mar, Com elevador, Com garagem"
93,93,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",950.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
94,94,"Apartamento T3 Duplex na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 115 m²,"38,74657","-9,17989",São Domingos de Benfica, 
96,96,"Apartamento T1 em Arroios, Lisboa",339.500 €,1 quarto,Área bruta 50 m²,"38,73121","-9,13677",Arroios,Com elevador
97,97,"Apartamento T3 na Rua Professor João Barreira, Lumiar, Lisboa",535.000 €,3 quartos,Área bruta 134 m²,"38,76098","-9,17049",Lumiar, 
98,98,"Apartamento T4 Duplex na Rua de Santa Cruz do Castelo, Santa Maria Maior, Lisboa",950.000 €,4 quartos,Área bruta 180 m²,"38,7133333","-9,1324902",Santa Maria Maior, 
99,99,"Apartamento T5 na Rua de Campolide, Campolide, Lisboa",1.300.000 €,5 quartos,Área bruta 301 m²,"38,7383456","-9,1674149",Campolide,"Rés do chão, Com elevador, Com garagem"
100,100,"Apartamento T2 na Rua António Nobre, São Domingos de Benfica, Lisboa",349.900 €,2 quartos,Área bruta 77 m²,"38,74657","-9,17989",São Domingos de Benfica,Rés do chão
101,101,"Apartamento T2 em Penha de França, Lisboa",450.000 €,2 quartos,Área bruta 93 m²,"38,72817","-9,13153",Penha de França, 
102,102,"Apartamento T2 na Rua das Amoreiras, Santo António, Lisboa",430.000 €,2 quartos,Área bruta 83 m²,"38,72278","-9,15807",Santo António,Com elevador
103,103,"Apartamento T2 na Avenida dos Combatentes, Avenidas Novas, Lisboa",803.000 €,2 quartos,Área bruta 119 m²,"38,7372473412","-9,1591536999",Avenidas Novas,"Piscina, Com elevador"
104,104,"Apartamento T2+1 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",235.000 €,2 quartos,Área bruta 67 m²,"38,74445","-9,17845",São Domingos de Benfica, 
105,105,"Apartamento T3 em Avenidas Novas, Lisboa",921.000 €,3 quartos,Área bruta 131 m²,"38,74049","-9,150863",Avenidas Novas,Com elevador
106,106,"Apartamento T1 na Avenida Duque de Loulé, Arroios, Lisboa",575.000 €,1 quarto,Área útil 52 m²,"38,72332","-9,132392",Arroios,Com elevador
107,107,"Apartamento T3 em Estrela, Lisboa",2.050.000 €,3 quartos,Área bruta 193 m²,"38,7108078","-9,159079",Estrela,"De luxo, Com garagem"
108,108,"Apartamento T2+1 na Rua do Vale de Santo António, São Vicente, Lisboa",250.000 €,2 quartos,Área útil 58 m²,"38,7208489","-9,1262942",São Vicente, 
109,109,"Apartamento T3 em Parque das Nações, Lisboa",1.100.000 €,3 quartos,Área bruta 175 m²,"38,767152","-9,097319",Parque das Nações, 
110,110,"Apartamento T3 na Avenida Infante Santo, Estrela, Lisboa",995.000 €,3 quartos,Área bruta 148 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
111,111,"Apartamento T2 em Santo António, Lisboa",1.150.000 €,2 quartos,Área bruta 138 m²,"38,72771","-9,1459",Santo António,"Piscina, Com elevador, Com garagem"
113,113,"Apartamento T4 na Rua Dom Jorge da Costa, Belém, Lisboa",1.700.000 €,4 quartos,Área bruta 282 m²,"38,710654","-9,207782",Belém,"Vista para mar, Com elevador, Com garagem"
114,114,"Apartamento T3 Duplex em Calçada da Tapada, Alcântara, Lisboa",970.000 €,3 quartos,Área bruta 149 m²,"38,7058842","-9,1849423",Alcântara,"Com elevador, Com garagem"
115,115,"Apartamento T3 em Avenidas Novas, Lisboa",884.000 €,3 quartos,Área bruta 138 m²,"38,74049","-9,150863",Avenidas Novas,Com elevador
116,116,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",490.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
117,117,"Apartamento T2 na Rua Conde das Antas, Campolide, Lisboa",500.000 €,2 quartos,Área bruta 91 m²,"38,72775","-9,16444",Campolide, 
118,118,"Apartamento T3 em Estrela, Lisboa",780.000 €,3 quartos,Área útil 125 m²,"38,70555","-9,16039",Estrela, 
119,119,"Apartamento T2 Duplex na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,2 quartos,Área bruta 79 m²,"38,74657","-9,17989",São Domingos de Benfica, 
120,120,"Apartamento T1 na Avenida Infante Santo, Estrela, Lisboa",470.000 €,1 quarto,Área bruta 56 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
121,121,"Apartamento T5 na Rua de São Paulo, Misericórdia, Lisboa",850.000 €,5 quartos,Área bruta 184 m²,"38,7072621051","-9,1441842914",Misericórdia,Com elevador
123,123,"Apartamento T3 em Alvalade, Lisboa",590.000 €,3 quartos,Área bruta 130 m²,"38,759571","-9,137633",Alvalade, 
124,124,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",985.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
125,125,"Apartamento T2 em Estrela, Lisboa",780.000 €,2 quartos,Área útil 136 m²,"38,70555","-9,16039",Estrela, 
126,126,"Apartamento T3 na Rua Pereira Henriques, Marvila, Lisboa",885.000 €,3 quartos,Área bruta 154 m²,"38,74341","-9,102452",Marvila,Com garagem
127,127,"Apartamento T1+1 em São Domingos de Benfica, Lisboa",399.900 €,1 quarto,Área bruta 47 m²,"38,74677","-9,169",São Domingos de Benfica, 
128,128,"Apartamento T3 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",235.000 €,3 quartos,Área bruta 80 m²,"38,74445","-9,17845",São Domingos de Benfica, 
129,129,"Apartamento T3 em Avenidas Novas, Lisboa",1.038.000 €,3 quartos,Área bruta 131 m²,"38,74049","-9,150863",Avenidas Novas,Com elevador
130,130,"Apartamento T3 Duplex na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 219 m²,"38,74657","-9,17989",São Domingos de Benfica, 
131,131,"Apartamento T4 na Rua Engenheiro Nobre Guedes, Benfica, Lisboa",650.000 €,4 quartos,Área bruta 175 m²,"38,74742","-9,20622",Benfica,Com elevador
132,132,"Apartamento T2 em Parque das Nações, Lisboa",850.000 €,2 quartos,Área bruta 103 m²,"38,77093","-9,09819",Parque das Nações,Com elevador
133,133,"Apartamento T3 em Avenidas Novas, Lisboa",998.000 €,3 quartos,Área bruta 138 m²,"38,74049","-9,150863",Avenidas Novas,Com elevador
134,134,"Apartamento T1 em Campo de Ourique, Lisboa",275.000 €,1 quarto,Área bruta 119 m²,"38,7186352","-9,1595857",Campo de Ourique, 
135,135,"Apartamento T2 Duplex na Rua de São Bento, Misericórdia, Lisboa",525.000 €,2 quartos,Área bruta 110 m²,"38,7149","-9,15389",Misericórdia, 
136,136,"Apartamento T3 em Campo de Ourique, Lisboa",940.000 €,3 quartos,Área bruta 160 m²,"38,7170274","-9,1607109",Campo de Ourique, 
137,137,"Apartamento T2 em Arroios, Lisboa",591.000 €,2 quartos,Área bruta 115 m²,"38,7199764","-9,136906",Arroios,Rés do chão
138,138,"Apartamento T1 na Rua de São Filipe Néri, Santo António, Lisboa",620.000 €,1 quarto,Área bruta 65 m²,"38,72124","-9,15419",Santo António,"Com elevador, Com garagem"
139,139,"Apartamento T6 em Areeiro, Lisboa",1.250.000 €,6 quartos,Área bruta 326 m²,"38,74092","-9,13368",Areeiro,Com elevador
140,140,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",845.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
141,141,"Apartamento T1 na Rua Pereira Henriques, Marvila, Lisboa",600.000 €,1 quarto,Área bruta 161 m²,"38,74341","-9,102452",Marvila,Com garagem
142,142,"Apartamento T2 em Largo Calderon Dinis, Parque das Nações, Lisboa",199.000 €,2 quartos,Área bruta 67 m²,"38,77262","-9,10381",Parque das Nações,Com elevador
143,143,"Apartamento T3 em Santa Clara, Lisboa",215.000 €,3 quartos,Área bruta 115 m²,"38,7923917646","-9,153888224",Santa Clara, 
144,144,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",915.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
145,145,"Apartamento T2 na Rua Pereira Henriques, Marvila, Lisboa",885.000 €,2 quartos,Área bruta 182 m²,"38,74341","-9,102452",Marvila,Com garagem
146,146,"Apartamento T4 na Rua Dom Jorge da Costa, Belém, Lisboa",1.490.000 €,4 quartos,Área bruta 281 m²,"38,71046","-9,20848",Belém,"Piscina, Com elevador, Com garagem"
147,147,"Apartamento T2 em Penha de França, Lisboa",319.000 €,2 quartos,Área bruta 71 m²,"38,7297982202","-9,132510197",Penha de França,Com elevador
148,148,"Moradia T9 em Ajuda, Lisboa",595.000 €,9 quartos,Área bruta 48 m²,"38,71141","-9,1921",Ajuda, 
150,150,"Apartamento T3+1 na Rua da Condessa, Santa Maria Maior, Lisboa",579.000 €,3 quartos,Área bruta 97 m²,"38,71335","-9,142",Santa Maria Maior, 
151,151,"Apartamento T4 na Rua José Falcão, Arroios, Lisboa",399.000 €,4 quartos,Área bruta 102 m²,"38,73293","-9,13301",Arroios, 
153,153,"Apartamento T3 na Rua Francisco Pereira de Sousa, São Domingos de Benfica, Lisboa",255.000 €,3 quartos,Área bruta 79 m²,"38,74445","-9,17845",São Domingos de Benfica, 
154,154,"Apartamento T1 em Misericórdia, Lisboa",580.000 €,1 quarto,Área bruta 83 m²,"38,7106646","-9,145354",Misericórdia,Com elevador
155,155,"Apartamento T2 na Avenida Infante Santo, Estrela, Lisboa",950.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753",Estrela,"Com elevador, Com garagem"
156,156,"Apartamento T1 na Rua de São Bento, Estrela, Lisboa",420.000 €,1 quarto,Área bruta 62 m²,"38,71454765","-9,1535383608",Estrela,Com elevador
157,157,"Apartamento T2 em Santo António, Lisboa",810.000 €,2 quartos,Área bruta 101 m²,"38,7208418761","-9,1520897962",Santo António,"Rés do chão, Com elevador, Com garagem"
158,158,"Apartamento T2 Duplex na Rua de São Bento, Misericórdia, Lisboa",640.000 €,2 quartos,Área bruta 104 m²,"38,71601","-9,1549",Misericórdia, 
159,159,"Apartamento T1 em Marvila, Lisboa",169.000 €,1 quarto,Área bruta 30 m²,"38,74699","-9,10128",Marvila,Rés do chão
160,160,"Apartamento T4 em Santa Maria Maior, Lisboa",2.990.000 €,4 quartos,Área bruta 318 m²,"38,71148","-9,14068",Santa Maria Maior,"De luxo, Com elevador"
161,161,"Apartamento T2 em Campolide, Lisboa",950.000 €,2 quartos,Área bruta 102 m²,"38,724879","-9,1613115",Campolide,Com garagem
162,162,"Apartamento T3 em Carnide, Lisboa",420.000 €,3 quartos,Área bruta 73 m²,"38,7594","-9,18086",Carnide,Com elevador
163,163,"Apartamento T2 em Lumiar, Lisboa",530.000 €,2 quartos,Área bruta 117 m²,"38,77119","-9,16055",Lumiar,"Com elevador, Com garagem"
164,164,"Apartamento T2 em Campo de Santa Clara, São Vicente, Lisboa",790.000 €,2 quartos,Área bruta 110 m²,"38,71441","-9,12565",São Vicente,"Com elevador, Com garagem"
165,165,"Apartamento T1 em Campo de Ourique, Lisboa",380.000 €,1 quarto,Área bruta 68 m²,"38,71911","-9,16977",Campo de Ourique,Rés do chão
166,166,"Apartamento T3 na Rua António Nobre, São Domingos de Benfica, Lisboa",399.900 €,3 quartos,Área bruta 115 m²,"38,74657","-9,17989",São Domingos de Benfica, 
167,167,"Apartamento T2 na Rua Sampaio Bruno, Campo de Ourique, Lisboa",429.000 €,2 quartos,Área bruta 87 m²,"38,717963145","-9,169549942",Campo de Ourique, 
168,168,"Apartamento T3 em Belém, Lisboa",1.950.000 €,3 quartos,Área bruta 192 m²,"38,6964961","-9,2209667",Belém,Com elevador
169,169,"Moradia T3 Triplex na Rua do Bom Pastor, Benfica, Lisboa",490.000 €,3 quartos,Área bruta 130 m²,"38,74312","-9,20242",Benfica, 
170,170,"Apartamento T1 na Rua Pereira Henriques, Marvila, Lisboa",580.000 €,1 quarto,Área bruta 102 m²,"38,74341","-9,102452",Marvila,Com garagem
171,171,"Moradia T5+2 em Belém, Lisboa",3.500.000 €,5 quartos,Área bruta 626 m²,"38,7062311","-9,2133735",Belém,"De luxo, Com garagem"
172,172,"Apartamento T4 Duplex em Avenidas Novas, Lisboa",2.779.000 €,4 quartos,Área bruta 207 m²,"38,74049","-9,150863",Avenidas Novas,"De luxo, Com elevador"
