,OBJECTID,INF_NOME,FREGUESIA,GlobalID,Type,longitude,latitude
31,35,Palco Oriental,Beato,fc46b5e6-ad25-4abf-bc3d-f334b4877d7b,,38.7338209271053,-9.10737062267815
32,36,Teatro Aberto,Campolide,7c0c0aea-6f74-449d-9151-22e36a71ca22,,38.7361907042879,-9.15846482141411
33,37,Comuna Teatro de Pesquisa,Campolide,00d23888-ed1f-4d57-8cad-f84a527eae6a,,38.7366006645655,-9.16048886579307
34,38,Teatro Meridional,Marvila,f84912df-8563-4674-bd0b-b1c8af17cc66,,38.7391689797277,-9.10386054269509
35,39,Teatro Thalia,São Domingos de Benfica,a81733e1-cba9-472d-8517-cfb2d30f1273,,38.7452466547643,-9.16937569044931
36,40,Casa Conveniente- Zona não Vigiada,Marvila,f9486030-e32d-4f66-a9b6-ed2a5445e3d7,,38.7458667408202,-9.1120955676112
37,41,Maria Matos  - Teatro Municipal,Alvalade,649bce0b-853f-4e0e-97e5-acf0c6ae5c36,,38.7460034836739,-9.13896565054712
38,42,Teatro Turim,Benfica,6c183835-14ef-4aa4-9b84-688b22700267,,38.7507180198838,-9.20242575385519
39,43,Sala-Estúdio Os Papa-Léguas,Benfica,252f6db6-aa5e-4abe-923a-a87dc2bf6229,,38.7535117555032,-9.19536980903199
40,44,Teatro Camões,Parque das Nações,702cdc5c-a01c-42ce-8b38-04ddd7b1df1a,,38.7609752070056,-9.09338483979676
41,46,Teatro Armando Cortez,Carnide,87a980e7-ba15-480d-84ba-7585673ccf27,,38.7606533009678,-9.19291330381683
42,47,Teatro da Luz (Teatro Dom Luiz Filipe),Carnide,30591fca-7e46-4c22-b5cb-f4f37ec38dae,,38.7612046669017,-9.18432868505701
43,48,Teatro de Carnide,Carnide,a024208b-504f-4c62-8fba-e261209fa3b8,,38.7620783638193,-9.18696402553184
0,1,Cinema Ideal,Misericórdia,45afe625-02d7-4712-b6b8-7aa0c2116ed6,,38.7105419551935,-9.14421890064127
1,2,Cinemateca Júnior,Santa Maria Maior,1d3ca135-5a24-478c-95f4-dd2dc87a65c9,,38.7155597377788,-9.14217296415889
2,3,Cinema São Jorge,Santo António,1bf79faf-5d97-48b3-b085-fa4446c435a2,,38.7202915388439,-9.14632734020411
3,4,Cinemateca Portuguesa ,Santo António,3414bf94-62ac-43c7-a846-0d5e41251e89,,38.7208771016563,-9.14875439274829
4,5,NOS Amoreiras,Campo de Ourique,1af99162-1626-4f83-9342-f891e2b442bc,,38.7236706345087,-9.1621026515977
5,6,UCI Cinemas - El Corte Inglés,Avenidas Novas,13511a16-ad5e-4b53-9b25-355ab130ee40,,38.7333439219981,-9.15340798563761
6,7,Cinema Monumental,Avenidas Novas,d96aaf73-b46e-46e8-89ac-8d2328d6f08d,,38.7335261917306,-9.14579320378632
7,8,Espaço Nimas,Avenidas Novas,0bc17fd8-e56c-4dfc-9542-4cadf79767e1,,38.7356900304196,-9.14718277671252
8,9,Cinema City Campo Pequeno,Avenidas Novas,a88d4e22-33be-4fdd-8b1e-1c8695afd7d7,,38.7423214179747,-9.14449387516613
9,10,Fórum Lisboa,Areeiro,fe7d109a-6c73-47a3-ad03-8a82452e77ca,,38.7436886688391,-9.13801199862753
10,11,Cinema City Classic Alvalade,Alvalade,652bd345-3ec8-44b9-9acd-8db494bbd36e,,38.7543991915836,-9.14441107157055
11,12,NOS Colombo,Carnide,ebee764f-bce2-4220-a085-27bbf065da83,,38.7547475326007,-9.19087374516466
12,13,NOS Alvaláxia,Lumiar,abfec9fe-04fb-4efe-97e4-e3c454531d3b,,38.7623024667643,-9.16071808539236
13,14,NOS Vasco da Gama,Parque das Nações,954d17fa-62b0-4942-85c2-1f0d0300572f,,38.7677003436163,-9.09681579102737
0,1,Centro de Documentação da Casa da América Latina ,Belém,3d123d45-0d43-4507-b6b3-37a4f384a251,,38.6967176932591,-9.1943402237447
1,2,UCCLA - Centro de Documentação,Belém,d3cc88bf-d350-4f9d-829a-94cd08ffebb8,,38.6967534158723,-9.19433594926581
2,3,Biblioteca de Belém,Belém,53473127-6007-4d47-9b87-fa4e563c56f8,,38.697128835316,-9.195836078897
3,4,Arquivo Central e Arquivo Histórico de Marinha,Belém,ae67622f-e6cc-4a72-afd3-f69f2d4039cb,,38.6971708005374,-9.19236965231991
4,5,Biblioteca Central da Marinha,Belém,fd047b92-5e5f-45f4-bf47-c703cfb0012f,,38.697199972424,-9.20923596941843
5,6,Biblioteca do Museu de Marinha,Belém,fce17ff2-0341-4902-a867-2acc0e93a0ec,,38.697199972424,-9.20923596941843
6,7,Biblioteca do Museu de Marinha,Belém,023bab6b-1a5e-454e-91f1-584464e1ec7d,,38.6972270971809,-9.20922488136068
7,8,Biblioteca do Museu Nacional dos Coches,Belém,211c53ca-fd2d-4ab7-adc9-d8b25eb32f67,,38.6978158232229,-9.1997115273464
8,9,Biblioteca Museu Nacional Arqueologia,Belém,b4b2e61a-9c77-4fd0-b0d1-b0307a20fd7b,,38.697772151412,-9.20578246066934
9,10,Centro de Documentação Europeia da Universidade Lusíada,Belém,bf51016e-b673-4493-825d-56c50eb570c3,,38.6985428962756,-9.19180759058483
10,11,Bibliotecas da Universidade Lusíada,Belém,02361d9e-375e-4a46-80c0-bde92809ad7d,,38.6985428962756,-9.19180759058483
11,12,Biblioteca César da Silva,Belém,a5ca4461-6485-4550-b109-ebd6fedc7aca,,38.699549593899,-9.20594077640881
12,13,Arquivo Histórico Ultramarino/DGLAB,Alcântara,b94a448b-999f-467c-9201-b99c8c379956,,38.6999842512095,-9.18980575959728
13,14,Centro Científico e Cultural de Macau - Serviço de Informação e Documentação ,Alcântara,90da19de-fcc1-4a32-bfb9-0fcf93fe6c5f,,38.700713201128,-9.18188489792873
14,15,Centro de Documentação e Informação -  Instituto de Investigação Científica Tropical,Belém,187a4831-3b9d-4589-b382-117e65484a17,,38.7013829954969,-9.20230339670971
15,16,Centro de Documentação Instituto Apoio à Criança,Ajuda,014b04b3-ebc7-4d06-a98e-a68b92e96107,,38.7029181052934,-9.20130517655488
16,17,Centro de Documentação e Informação da Inspecção-Geral da Educação,Estrela,7988e515-b39f-4c24-8f03-7045faa033ff,,38.7037558806567,-9.16566325729486
17,18,DGIDC - Centro de Recursos da Educação Especial,Estrela,b4868a4c-0ee3-415f-97e9-21044daa801d,,38.7038197296986,-9.16616434971879
18,19,Arquivo Municipal de Lisboa | Videoteca,Alcântara,f4ab5415-e359-47a0-a150-51ce1c565f85,,38.7046284527914,-9.17720594982239
19,20,Biblioteca do Museu Nacional Etnologia,Belém,66a0d506-56c2-4a1e-b0ce-a87705d7e68b,,38.7048965913106,-9.20882931062005
20,21,Biblioteca Central do Instituto dos Museus e Conservação,Estrela,3c72879b-5f19-49b3-87d9-394a0f0cdd71,,38.7057288986768,-9.15975971953944
21,22,Biblioteca da Revista Brotéria,Estrela,f0c98661-48b0-4dbc-bf74-d685f0804f89,,38.705715339192,-9.16648649407434
22,23,Centro de Documentação da Direcção-Geral dos Assuntos Europeus,Estrela,07493696-d636-49d1-8747-8f7400147c9a,,38.7057042808324,-9.16801042525148
23,24,"Serviço de Biblioteca, Documentação e Arquivo Histórico-Diplomático - Ministério dos Negócios Estran",Estrela,7f4c4035-83e4-4257-9f3c-32f2a70271ab,,38.706005369564,-9.17038754439552
24,25,Centro de Informação Europeia Jacques Delors,Misericórdia,2f89d0b1-b298-478f-b7ba-45bcb12306e0,,38.706254459169,-9.14271670329495
25,26,Biblioteca e Centro de Documentação dos Prazeres,Estrela,40e5583c-d138-4163-b7a0-b276d3639249,,38.7068354938955,-9.16702377272163
26,27,Divisão de Doc. Min. Agri. Desenv. Rural e Pescas - MADRP	,Ajuda,7342d8dc-cfeb-4f4d-83e5-5871fee035f3,,38.7068115293522,-9.19483822853867
27,28,Centro de Documentação do Museu da Marioneta,Estrela,fc7abd80-3f73-4b4a-865b-0d6f8638e3d1,,38.7080001246788,-9.1556903057238
28,29,Centro de Documentação Inf. Relações Públicas do Min. Cultura,Ajuda,eda419f6-d840-49e8-a715-70fb5e8f8b4e,,38.7076756501507,-9.19772981910666
29,30,Biblioteca Geral /Biblioteca de Arqueologia - IGESPAR,Ajuda,61c24a0c-6e10-462d-ac31-3870f3d23057,,38.7076757548166,-9.19771832442768
30,31,Biblioteca da Ajuda,Ajuda,1257dde1-d5af-4617-8a5b-4cda8fc43191,,38.7076757548166,-9.19771832442768
31,32,Biblioteca do Instituto Superior de Agronomia,Alcântara,b85057e9-8425-45ba-a0ed-fcb9dbfc1a52,,38.7084677678955,-9.18395935631697
32,33,Biblioteca da Faculdade de Belas-Artes da Universidade de Lisboa,Santa Maria Maior,a1068c32-063d-4dbb-a5bd-ba32838289ed,,38.7088674040927,-9.1405385079772
33,34,Divisão de Documentação Fotográfica - Instituto Português de Museus,Ajuda,1fb0ccbc-d227-460c-9727-e5dd6c1fa3d1,,38.7086704600145,-9.19744095522102
34,35,Biblioteca do Instituto da Defesa Nacional,Estrela,989667d9-b6e2-4234-8154-eac8a092f2a8,,38.7092259929679,-9.16774021790248
35,36,Biblioteca do Centro Nacional de Cultura,Santa Maria Maior,6cf313a4-227a-427a-aadf-de266acb2b84,,38.7095631041694,-9.14236419825004
36,37,Biblioteca da  Cooperativa António Sérgio,Estrela,0d413094-38a0-4027-bc4d-bde30dfb15c6,,38.7098499827031,-9.16336235940073
37,38,Biblioteca Francisco Pereira de Moura - ISEG,Estrela,96514183-1de6-430d-8ae6-e46abe15a1fb,,38.7099260544145,-9.15493021276902
38,39,Biblioteca Associação Portuguesa da Arte Fotográfica,Misericórdia,a6600d5e-ee6b-43d5-9721-77d00491ebba,,38.7102216402684,-9.14555676389839
39,40,Biblioteca e Centro de Documentação e Informação Português António Aragão,Estrela,8715e76b-2acc-43c8-8071-dbaa81128f71,,38.7102513247738,-9.15867483997222
40,41,Biblioteca e Centro de Documentação e Informação Português António Aragão,Estrela,3ffcd745-a7bb-4cb6-9ae3-0d436f7d2adc,,38.7102615237455,-9.1587321126872
41,42,Biblioteca Camões,Misericórdia,4ebdc8c9-3abe-4793-b6c7-69b73e3c8bd8,,38.7106058385814,-9.14591858919604
42,43,Biblioteca da Comissão Nacional de Eleições,Misericórdia,2e3d30de-de8b-43ed-af17-22fe4979eac5,,38.7106125264513,-9.15332169224633
43,44,Biblioteca da Casa do Fado e da Guitarra Portuguesa,Santa Maria Maior,0498aaec-6eed-482c-8f65-9ffef0c85dce,,38.7111514620958,-9.1276247649222
44,45,Biblioteca e Centro de Documentação  Luíza Neto Jorge - Chapitô,Santa Maria Maior,e87733ef-e75a-405c-ab7c-5193a491b0dc,,38.7115800246054,-9.13384832761041
45,46,Centro de Estudos sobre África e do Desenvolvimento,Estrela,8f6e7a50-2165-44f4-a784-f24a19dfed75,,38.7114338432741,-9.15544969522052
